Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes
400	pTH13976	pTH6838	GST.PRDM2.DBD.1	PRDM2.DBD.1	PRDM2	Codebook clone
401	pTH13977	pTH6838	GST.PRDM2.DBD.2	PRDM2.DBD.2	PRDM2	Codebook clone
402	pTH13978	pTH6838	GST.PRDM5.DBD	PRDM5.DBD	PRDM5	Codebook clone
403	pTH13979	pTH6838	GST.PRDM8.DBD	PRDM8.DBD	PRDM8	Codebook clone
404	pTH13980	pTH6838	GST.PRMT3.FL	PRMT3.FL	PRMT3	Codebook clone
405	pTH13981	pTH6838	GST.PRMT3.DBD	PRMT3.DBD	PRMT3	Codebook clone
406	pTH13982	pTH6838	GST.RBSN.DBD	RBSN.DBD	RBSN	Codebook clone
407	pTH13983	pTH6838	GST.RLF.DBD.1	RLF.DBD.1	RLF	Codebook clone
408	pTH13984	pTH6838	GST.RLF.DBD.2	RLF.DBD.2	RLF	Codebook clone
409	pTH13985	pTH6838	GST.SALL3.DBD.1	SALL3.DBD.1	SALL3	Codebook clone
410	pTH13986	pTH6838	GST.SALL3.DBD.2	SALL3.DBD.2	SALL3	Codebook clone
411	pTH13987	pTH6838	GST.SLC2A4RG.FL	SLC2A4RG.FL	SLC2A4RG	Codebook clone
412	pTH13988	pTH6838	GST.SLC2A4RG.DBD	SLC2A4RG.DBD	SLC2A4RG	Codebook clone
413	pTH13989	pTH6838	GST.TRAFD1.FL	TRAFD1.FL	TRAFD1	Codebook clone
414	pTH13990	pTH6838	GST.TRAFD1.DBD	TRAFD1.DBD	TRAFD1	Codebook clone
415	pTH13991	pTH6838	GST.TSHZ2.DBD.1	TSHZ2.DBD.1	TSHZ2	Codebook clone
416	pTH13992	pTH6838	GST.TSHZ2.DBD.2	TSHZ2.DBD.2	TSHZ2	Codebook clone
417	pTH13993	pTH6838	GST.ZBTB40.DBD	ZBTB40.DBD	ZBTB40	Codebook clone
418	pTH13994	pTH6838	GST.ZBTB41.DBD	ZBTB41.DBD	ZBTB41	Codebook clone
419	pTH13995	pTH6838	GST.ZBTB46.FL	ZBTB46.FL	ZBTB46	Codebook clone
420	pTH13996	pTH6838	GST.ZBTB46.DBD	ZBTB46.DBD	ZBTB46	Codebook clone
421	pTH13997	pTH6838	GST.ZBTB47.DBD	ZBTB47.DBD	ZBTB47	Codebook clone
422	pTH13998	pTH6838	GST.ZBTB5.DBD	ZBTB5.DBD	ZBTB5	Codebook clone
423	pTH13999	pTH6838	GST.ZBTB8A.FL	ZBTB8A.FL	ZBTB8A	Codebook clone
424	pTH14000	pTH6838	GST.ZBTB8A.DBD	ZBTB8A.DBD	ZBTB8A	Codebook clone
425	pTH14001	pTH6838	GST.ZBTB8B.FL	ZBTB8B.FL	ZBTB8B	Codebook clone
426	pTH14002	pTH6838	GST.ZBTB8B.DBD	ZBTB8B.DBD	ZBTB8B	Codebook clone
427	pTH14003	pTH6838	GST.ZFAT.DBD.1	ZFAT.DBD.1	ZFAT	Codebook clone
428	pTH14004	pTH6838	GST.ZFAT.DBD.2	ZFAT.DBD.2	ZFAT	Codebook clone
429	pTH14005	pTH6838	GST.ZFP91.FL	ZFP91.FL	ZFP91	Codebook clone
430	pTH14006	pTH6838	GST.ZFP91.DBD	ZFP91.DBD	ZFP91	Codebook clone
431	pTH14007	pTH6838	GST.ZFPM1.DBD.1	ZFPM1.DBD.1	ZFPM1	Codebook clone
432	pTH14008	pTH6838	GST.ZFPM1.DBD.2	ZFPM1.DBD.2	ZFPM1	Codebook clone
433	pTH14009	pTH6838	GST.ZFPM2.DBD	ZFPM2.DBD	ZFPM2	Codebook clone
434	pTH14010	pTH6838	GST.ZKSCAN4.FL	ZKSCAN4.FL	ZKSCAN4	Codebook clone
435	pTH14011	pTH6838	GST.ZKSCAN4.DBD	ZKSCAN4.DBD	ZKSCAN4	Codebook clone
436	pTH14012	pTH6838	GST.ZMAT1.DBD	ZMAT1.DBD	ZMAT1	Codebook clone
437	pTH14013	pTH6838	GST.ZMAT4.FL	ZMAT4.FL	ZMAT4	Codebook clone
438	pTH14014	pTH6838	GST.ZNF107.DBD.1	ZNF107.DBD.1	ZNF107	Codebook clone
439	pTH14015	pTH6838	GST.ZNF107.DBD.2	ZNF107.DBD.2	ZNF107	Codebook clone
440	pTH14016	pTH6838	GST.ZNF131.DBD	ZNF131.DBD	ZNF131	Codebook clone
441	pTH14017	pTH6838	GST.ZNF14.FL	ZNF14.FL	ZNF14	Codebook clone
442	pTH14018	pTH6838	GST.ZNF142.DBD.1	ZNF142.DBD.1	ZNF142	Codebook clone
443	pTH14019	pTH6838	GST.ZNF142.DBD.2	ZNF142.DBD.2	ZNF142	Codebook clone
444	pTH14020	pTH6838	GST.ZNF160.DBD	ZNF160.DBD	ZNF160	Codebook clone
445	pTH14021	pTH6838	GST.ZNF20.FL	ZNF20.FL	ZNF20	Codebook clone
446	pTH14022	pTH6838	GST.ZNF207.FL	ZNF207.FL	ZNF207	Codebook clone
447	pTH14023	pTH6838	GST.ZNF207.DBD	ZNF207.DBD	ZNF207	Codebook clone
448	pTH14024	pTH6838	GST.ZNF208.DBD.1	ZNF208.DBD.1	ZNF208	Codebook clone
449	pTH14025	pTH6838	GST.ZNF208.DBD.2	ZNF208.DBD.2	ZNF208	Codebook clone
450	pTH14026	pTH6838	GST.ZNF208.DBD.3	ZNF208.DBD.3	ZNF208	Codebook clone
451	pTH14027	pTH6838	GST.ZNF215.FL	ZNF215.FL	ZNF215	Codebook clone
452	pTH14028	pTH6838	GST.ZNF215.DBD	ZNF215.DBD	ZNF215	Codebook clone
453	pTH14029	pTH6838	GST.ZNF226.DBD	ZNF226.DBD	ZNF226	Codebook clone
454	pTH14030	pTH6838	GST.ZNF229.DBD	ZNF229.DBD	ZNF229	Codebook clone
455	pTH14031	pTH6838	GST.ZNF230.FL	ZNF230.FL	ZNF230	Codebook clone
456	pTH14032	pTH6838	GST.ZNF230.DBD	ZNF230.DBD	ZNF230	Codebook clone
457	pTH14033	pTH6838	GST.ZNF233.DBD	ZNF233.DBD	ZNF233	Codebook clone
458	pTH14034	pTH6838	GST.ZNF234.FL	ZNF234.FL	ZNF234	Codebook clone
459	pTH14035	pTH6838	GST.ZNF251.DBD	ZNF251.DBD	ZNF251	Codebook clone
460	pTH14036	pTH6838	GST.ZNF275.FL	ZNF275.FL	ZNF275	Codebook clone
461	pTH14037	pTH6838	GST.ZNF280B.FL	ZNF280B.FL	ZNF280B	Codebook clone
462	pTH14038	pTH6838	GST.ZNF280B.DBD	ZNF280B.DBD	ZNF280B	Codebook clone
463	pTH14039	pTH6838	GST.ZNF280D.DBD	ZNF280D.DBD	ZNF280D	Codebook clone
464	pTH14040	pTH6838	GST.ZNF286B.FL	ZNF286B.FL	ZNF286B	Codebook clone
465	pTH14041	pTH6838	GST.ZNF286B.DBD	ZNF286B.DBD	ZNF286B	Codebook clone
466	pTH14042	pTH6838	GST.ZNF292.DBD.1	ZNF292.DBD.1	ZNF292	Codebook clone
467	pTH14043	pTH6838	GST.ZNF292.DBD.2	ZNF292.DBD.2	ZNF292	Codebook clone
468	pTH14044	pTH6838	GST.ZNF318.DBD	ZNF318.DBD	ZNF318	Codebook clone
469	pTH14045	pTH6838	GST.ZNF326.FL	ZNF326.FL	ZNF326	Codebook clone
470	pTH14046	pTH6838	GST.ZNF326.DBD	ZNF326.DBD	ZNF326	Codebook clone
471	pTH14047	pTH6838	GST.ZNF335.DBD.1	ZNF335.DBD.1	ZNF335	Codebook clone
472	pTH14048	pTH6838	GST.ZNF335.DBD.2	ZNF335.DBD.2	ZNF335	Codebook clone
473	pTH14049	pTH6838	GST.ZNF347.DBD	ZNF347.DBD	ZNF347	Codebook clone
474	pTH14050	pTH6838	GST.ZNF358.FL	ZNF358.FL	ZNF358	Codebook clone
475	pTH14051	pTH6838	GST.ZNF358.DBD	ZNF358.DBD	ZNF358	Codebook clone
476	pTH14052	pTH6838	GST.ZNF362.FL	ZNF362.FL	ZNF362	Codebook clone
477	pTH14053	pTH6838	GST.ZNF362.DBD	ZNF362.DBD	ZNF362	Codebook clone
478	pTH14054	pTH6838	GST.ZNF365.FL	ZNF365.FL	ZNF365	Codebook clone
479	pTH14055	pTH6838	GST.ZNF385A.FL	ZNF385A.FL	ZNF385A	Codebook clone
480	pTH14056	pTH6838	GST.ZNF385B.FL	ZNF385B.FL	ZNF385B	Codebook clone
481	pTH14057	pTH6838	GST.ZNF385C.FL	ZNF385C.FL	ZNF385C	Codebook clone
482	pTH14058	pTH6838	GST.ZNF395.FL	ZNF395.FL	ZNF395	Codebook clone
483	pTH14059	pTH6838	GST.ZNF395.DBD	ZNF395.DBD	ZNF395	Codebook clone
484	pTH14060	pTH6838	GST.ZNF407.DBD	ZNF407.DBD	ZNF407	Codebook clone
485	pTH14061	pTH6838	GST.ZNF428.FL	ZNF428.FL	ZNF428	Codebook clone
486	pTH14062	pTH6838	GST.ZNF428.DBD	ZNF428.DBD	ZNF428	Codebook clone
487	pTH14063	pTH6838	GST.ZNF43.DBD.1	ZNF43.DBD.1	ZNF43	Codebook clone
488	pTH14064	pTH6838	GST.ZNF43.DBD.2	ZNF43.DBD.2	ZNF43	Codebook clone
489	pTH14065	pTH6838	GST.ZNF446.FL	ZNF446.FL	ZNF446	Codebook clone
490	pTH14066	pTH6838	GST.ZNF446.DBD	ZNF446.DBD	ZNF446	Codebook clone
491	pTH14067	pTH6838	GST.ZNF469.DBD	ZNF469.DBD	ZNF469	Codebook clone
492	pTH14068	pTH6838	GST.ZNF470.DBD	ZNF470.DBD	ZNF470	Codebook clone
493	pTH14069	pTH6838	GST.ZNF471.DBD	ZNF471.DBD	ZNF471	Codebook clone
494	pTH14070	pTH6838	GST.ZNF474.FL	ZNF474.FL	ZNF474	Codebook clone
495	pTH14071	pTH6838	GST.ZNF474.DBD	ZNF474.DBD	ZNF474	Codebook clone
496	pTH14072	pTH6838	GST.ZNF48.FL	ZNF48.FL	ZNF48	Codebook clone
497	pTH14073	pTH6838	GST.ZNF493.DBD.1	ZNF493.DBD.1	ZNF493	Codebook clone
498	pTH14074	pTH6838	GST.ZNF493.DBD.2	ZNF493.DBD.2	ZNF493	Codebook clone
499	pTH14075	pTH6838	GST.ZNF497.FL	ZNF497.FL	ZNF497	Codebook clone
500	pTH14076	pTH6838	GST.ZNF500.FL	ZNF500.FL	ZNF500	Codebook clone
501	pTH14077	pTH6838	GST.ZNF500.DBD	ZNF500.DBD	ZNF500	Codebook clone
502	pTH14078	pTH6838	GST.ZNF503.DBD	ZNF503.DBD	ZNF503	Codebook clone
503	pTH14079	pTH6838	GST.ZNF507.DBD.1	ZNF507.DBD.1	ZNF507	Codebook clone
504	pTH14080	pTH6838	GST.ZNF507.DBD.2	ZNF507.DBD.2	ZNF507	Codebook clone
505	pTH14081	pTH6838	GST.ZNF510.DBD	ZNF510.DBD	ZNF510	Codebook clone
506	pTH14082	pTH6838	GST.ZNF516.DBD	ZNF516.DBD	ZNF516	Codebook clone
507	pTH14083	pTH6838	GST.ZNF518B.DBD	ZNF518B.DBD	ZNF518B	Codebook clone
508	pTH14084	pTH6838	GST.ZNF526.DBD.1	ZNF526.DBD.1	ZNF526	Codebook clone
509	pTH14085	pTH6838	GST.ZNF526.DBD.2	ZNF526.DBD.2	ZNF526	Codebook clone
510	pTH14086	pTH6838	GST.ZNF532.DBD.1	ZNF532.DBD.1	ZNF532	Codebook clone
511	pTH14087	pTH6838	GST.ZNF532.DBD.2	ZNF532.DBD.2	ZNF532	Codebook clone
512	pTH14088	pTH6838	GST.ZNF536.DBD.1	ZNF536.DBD.1	ZNF536	Codebook clone
513	pTH14089	pTH6838	GST.ZNF536.DBD.2	ZNF536.DBD.2	ZNF536	Codebook clone
514	pTH14090	pTH6838	GST.ZNF551.DBD	ZNF551.DBD	ZNF551	Codebook clone
515	pTH14091	pTH6838	GST.ZNF568.DBD	ZNF568.DBD	ZNF568	Codebook clone
516	pTH14092	pTH6838	GST.ZNF569.DBD	ZNF569.DBD	ZNF569	Codebook clone
517	pTH14093	pTH6838	GST.ZNF57.FL	ZNF57.FL	ZNF57	Codebook clone
518	pTH14094	pTH6838	GST.ZNF575.FL	ZNF575.FL	ZNF575	Codebook clone
519	pTH14095	pTH6838	GST.ZNF575.DBD	ZNF575.DBD	ZNF575	Codebook clone
520	pTH14096	pTH6838	GST.ZNF578.FL	ZNF578.FL	ZNF578	Codebook clone
521	pTH14097	pTH6838	GST.ZNF578.DBD	ZNF578.DBD	ZNF578	Codebook clone
522	pTH14098	pTH6838	GST.ZNF579.FL	ZNF579.FL	ZNF579	Codebook clone
523	pTH14099	pTH6838	GST.ZNF587B.DBD	ZNF587B.DBD	ZNF587B	Codebook clone
524	pTH14100	pTH6838	GST.ZNF592.DBD.1	ZNF592.DBD.1	ZNF592	Codebook clone
525	pTH14101	pTH6838	GST.ZNF592.DBD.2	ZNF592.DBD.2	ZNF592	Codebook clone
526	pTH14102	pTH6838	GST.ZNF598.DBD	ZNF598.DBD	ZNF598	Codebook clone
527	pTH14103	pTH6838	GST.ZNF606.DBD	ZNF606.DBD	ZNF606	Codebook clone
528	pTH14104	pTH6838	GST.ZNF608.DBD	ZNF608.DBD	ZNF608	Codebook clone
529	pTH14105	pTH6838	GST.ZNF609.DBD	ZNF609.DBD	ZNF609	Codebook clone
530	pTH14106	pTH6838	GST.ZNF618.DBD	ZNF618.DBD	ZNF618	Codebook clone
531	pTH14107	pTH6838	GST.ZNF623.FL	ZNF623.FL	ZNF623	Codebook clone
532	pTH14108	pTH6838	GST.ZNF630.DBD	ZNF630.DBD	ZNF630	Codebook clone
533	pTH14109	pTH6838	GST.ZNF639.FL	ZNF639.FL	ZNF639	Codebook clone
534	pTH14110	pTH6838	GST.ZNF639.DBD	ZNF639.DBD	ZNF639	Codebook clone
535	pTH14111	pTH6838	GST.ZNF644.DBD	ZNF644.DBD	ZNF644	Codebook clone
536	pTH14112	pTH6838	GST.ZNF646.DBD.1	ZNF646.DBD.1	ZNF646	Codebook clone
537	pTH14113	pTH6838	GST.ZNF646.DBD.2	ZNF646.DBD.2	ZNF646	Codebook clone
538	pTH14114	pTH6838	GST.ZNF646.DBD.3	ZNF646.DBD.3	ZNF646	Codebook clone
539	pTH14115	pTH6838	GST.ZNF648.FL	ZNF648.FL	ZNF648	Codebook clone
540	pTH14116	pTH6838	GST.ZNF648.DBD	ZNF648.DBD	ZNF648	Codebook clone
541	pTH14117	pTH6838	GST.ZNF654.DBD	ZNF654.DBD	ZNF654	Codebook clone
542	pTH14118	pTH6838	GST.ZNF66.FL	ZNF66.FL	ZNF66	Codebook clone
543	pTH14119	pTH6838	GST.ZNF665.DBD	ZNF665.DBD	ZNF665	Codebook clone
544	pTH14120	pTH6838	GST.ZNF668.DBD.1	ZNF668.DBD.1	ZNF668	Codebook clone
545	pTH14121	pTH6838	GST.ZNF668.DBD.2	ZNF668.DBD.2	ZNF668	Codebook clone
546	pTH14122	pTH6838	GST.ZNF672.FL	ZNF672.FL	ZNF672	Codebook clone
547	pTH14123	pTH6838	GST.ZNF676.FL	ZNF676.FL	ZNF676	Codebook clone
548	pTH14124	pTH6838	GST.ZNF678.FL	ZNF678.FL	ZNF678	Codebook clone
549	pTH14125	pTH6838	GST.ZNF683.FL	ZNF683.FL	ZNF683	Codebook clone
550	pTH14126	pTH6838	GST.ZNF683.DBD	ZNF683.DBD	ZNF683	Codebook clone
551	pTH14127	pTH6838	GST.ZNF687.DBD.1	ZNF687.DBD.1	ZNF687	Codebook clone
552	pTH14128	pTH6838	GST.ZNF687.DBD.2	ZNF687.DBD.2	ZNF687	Codebook clone
553	pTH14129	pTH6838	GST.ZNF688.FL	ZNF688.FL	ZNF688	Codebook clone
554	pTH14130	pTH6838	GST.ZNF688.DBD	ZNF688.DBD	ZNF688	Codebook clone
555	pTH14131	pTH6838	GST.ZNF689.FL	ZNF689.FL	ZNF689	Codebook clone
556	pTH14132	pTH6838	GST.ZNF696.FL	ZNF696.FL	ZNF696	Codebook clone
557	pTH14133	pTH6838	GST.ZNF699.DBD	ZNF699.DBD	ZNF699	Codebook clone
558	pTH14134	pTH6838	GST.ZNF70.FL	ZNF70.FL	ZNF70	Codebook clone
559	pTH14135	pTH6838	GST.ZNF700.DBD.1	ZNF700.DBD.1	ZNF700	Codebook clone
560	pTH14136	pTH6838	GST.ZNF700.DBD.2	ZNF700.DBD.2	ZNF700	Codebook clone
561	pTH14137	pTH6838	GST.ZNF703.FL	ZNF703.FL	ZNF703	Codebook clone
562	pTH14138	pTH6838	GST.ZNF703.DBD	ZNF703.DBD	ZNF703	Codebook clone
563	pTH14139	pTH6838	GST.ZNF705E.FL	ZNF705E.FL	ZNF705EP	Codebook clone
564	pTH14140	pTH6838	GST.ZNF706.FL	ZNF706.FL	ZNF706	Codebook clone
565	pTH14141	pTH6838	GST.ZNF709.FL	ZNF709.FL	ZNF709	Codebook clone
566	pTH14142	pTH6838	GST.ZNF717.DBD.1	ZNF717.DBD.1	ZNF717	Codebook clone
567	pTH14143	pTH6838	GST.ZNF717.DBD.2	ZNF717.DBD.2	ZNF717	Codebook clone
568	pTH14144	pTH6838	GST.ZNF721.DBD.1	ZNF721.DBD.1	ZNF721	Codebook clone
569	pTH14145	pTH6838	GST.ZNF721.DBD.2	ZNF721.DBD.2	ZNF721	Codebook clone
570	pTH14146	pTH6838	GST.ZNF724.DBD	ZNF724.DBD	ZNF724	Codebook clone
571	pTH14147	pTH6838	GST.ZNF726.DBD.1	ZNF726.DBD.1	ZNF726	Codebook clone
572	pTH14148	pTH6838	GST.ZNF726.DBD.2	ZNF726.DBD.2	ZNF726	Codebook clone
573	pTH14149	pTH6838	GST.ZNF728.DBD	ZNF728.DBD	ZNF728	Codebook clone
574	pTH14150	pTH6838	GST.ZNF729.DBD.1	ZNF729.DBD.1	ZNF729	Codebook clone
575	pTH14151	pTH6838	GST.ZNF729.DBD.2	ZNF729.DBD.2	ZNF729	Codebook clone
576	pTH14152	pTH6838	GST.ZNF729.DBD.3	ZNF729.DBD.3	ZNF729	Codebook clone
577	pTH14153	pTH6838	GST.ZNF732.FL	ZNF732.FL	ZNF732	Codebook clone
578	pTH14154	pTH6838	GST.ZNF732.DBD	ZNF732.DBD	ZNF732	Codebook clone
579	pTH14155	pTH6838	GST.ZNF746.DBD	ZNF746.DBD	ZNF746	Codebook clone
580	pTH14156	pTH6838	GST.ZNF750.DBD	ZNF750.DBD	ZNF750	Codebook clone
581	pTH14157	pTH6838	GST.ZNF763.FL	ZNF763.FL	ZNF763	Codebook clone
582	pTH14158	pTH6838	GST.ZNF772.FL	ZNF772.FL	ZNF772	Codebook clone
583	pTH14159	pTH6838	GST.ZNF773.FL	ZNF773.FL	ZNF773	Codebook clone
584	pTH14160	pTH6838	GST.ZNF773.DBD	ZNF773.DBD	ZNF773	Codebook clone
585	pTH14161	pTH6838	GST.ZNF775.FL	ZNF775.FL	ZNF775	Codebook clone
586	pTH14162	pTH6838	GST.ZNF780B.DBD.1	ZNF780B.DBD.1	ZNF780B	Codebook clone
587	pTH14163	pTH6838	GST.ZNF780B.DBD.2	ZNF780B.DBD.2	ZNF780B	Codebook clone
588	pTH14164	pTH6838	GST.ZNF781.FL	ZNF781.FL	ZNF781	Codebook clone
589	pTH14165	pTH6838	GST.ZNF781.DBD	ZNF781.DBD	ZNF781	Codebook clone
590	pTH14166	pTH6838	GST.ZNF788.FL	ZNF788.FL	ZNF788P	Codebook clone
591	pTH14167	pTH6838	GST.ZNF800.DBD	ZNF800.DBD	ZNF800	Codebook clone
592	pTH14168	pTH6838	GST.ZNF804A.DBD	ZNF804A.DBD	ZNF804A	Codebook clone
593	pTH14169	pTH6838	GST.ZNF813.DBD	ZNF813.DBD	ZNF813	Codebook clone
594	pTH14170	pTH6838	GST.ZNF814.DBD	ZNF814.DBD	ZNF814	Codebook clone
595	pTH14171	pTH6838	GST.ZNF827.DBD.1	ZNF827.DBD.1	ZNF827	Codebook clone
596	pTH14172	pTH6838	GST.ZNF827.DBD.2	ZNF827.DBD.2	ZNF827	Codebook clone
597	pTH14173	pTH6838	GST.ZNF83.FL	ZNF83.FL	ZNF83	Codebook clone
598	pTH14174	pTH6838	GST.ZNF831.DBD	ZNF831.DBD	ZNF831	Codebook clone
599	pTH14175	pTH6838	GST.ZNF836.DBD.1	ZNF836.DBD.1	ZNF836	Codebook clone
600	pTH14176	pTH6838	GST.ZNF836.DBD.2	ZNF836.DBD.2	ZNF836	Codebook clone
601	pTH14177	pTH6838	GST.ZNF841.DBD.1	ZNF841.DBD.1	ZNF841	Codebook clone
602	pTH14178	pTH6838	GST.ZNF841.DBD.2	ZNF841.DBD.2	ZNF841	Codebook clone
603	pTH14179	pTH6838	GST.ZNF844.DBD	ZNF844.DBD	ZNF844	Codebook clone
604	pTH14180	pTH6838	GST.ZNF845.DBD.1	ZNF845.DBD.1	ZNF845	Codebook clone
605	pTH14181	pTH6838	GST.ZNF845.DBD.2	ZNF845.DBD.2	ZNF845	Codebook clone
606	pTH14182	pTH6838	GST.ZNF850.DBD.1	ZNF850.DBD.1	ZNF850	Codebook clone
607	pTH14183	pTH6838	GST.ZNF850.DBD.2	ZNF850.DBD.2	ZNF850	Codebook clone
608	pTH14184	pTH6838	GST.ZNF853.DBD	ZNF853.DBD	ZNF853	Codebook clone
609	pTH14185	pTH6838	GST.ZNF865.DBD.1	ZNF865.DBD.1	ZNF865	Codebook clone
610	pTH14186	pTH6838	GST.ZNF865.DBD.2	ZNF865.DBD.2	ZNF865	Codebook clone
611	pTH14187	pTH6838	GST.ZNF878.FL	ZNF878.FL	ZNF878	Codebook clone
612	pTH14188	pTH6838	GST.ZNF888.DBD	ZNF888.DBD	ZNF888	Codebook clone
613	pTH14189	pTH6838	GST.ZNF91.DBD.1	ZNF91.DBD.1	ZNF91	Codebook clone
614	pTH14190	pTH6838	GST.ZNF91.DBD.2	ZNF91.DBD.2	ZNF91	Codebook clone
615	pTH14191	pTH6838	GST.ZNF91.DBD.3	ZNF91.DBD.3	ZNF91	Codebook clone
616	pTH14192	pTH6838	GST.ZNF92.FL	ZNF92.FL	ZNF92	Codebook clone
617	pTH14193	pTH6838	GST.ZSCAN12.DBD	ZSCAN12.DBD	ZSCAN12	Codebook clone
618	pTH14194	pTH6838	GST.ZSCAN18.FL	ZSCAN18.FL	ZSCAN18	Codebook clone
619	pTH14195	pTH6838	GST.ZSCAN18.DBD	ZSCAN18.DBD	ZSCAN18	Codebook clone
620	pTH14196	pTH6838	GST.ZSCAN2.DBD	ZSCAN2.DBD	ZSCAN2	Codebook clone
621	pTH14197	pTH6838	GST.ZSCAN25.FL	ZSCAN25.FL	ZSCAN25	Codebook clone
622	pTH14198	pTH6838	GST.ZSCAN25.DBD	ZSCAN25.DBD	ZSCAN25	Codebook clone
623	pTH14199	pTH6838	GST.ZUFSP.FL	ZUFSP.FL	ZUP1	Codebook clone
624	pTH14200	pTH6838	GST.ZUFSP.DBD	ZUFSP.DBD	ZUP1	Codebook clone
625	pTH14201	pTH6838	GST.ZXDA.DBD	ZXDA.DBD	ZXDA	Codebook clone
626	pTH14202	pTH6838	GST.ZXDB.DBD	ZXDB.DBD	ZXDB	Codebook clone
627	pTH14203	pTH6838	GST.ZXDC.DBD	ZXDC.DBD	ZXDC	Codebook clone
629	pTH14205	pTH6838	GST.ZC3H8.FL	ZC3H8.FL	ZC3H8	Codebook clone
639	pTH14215	pTH6838	GST.TIGD5.DBD	TIGD5.DBD	TIGD5	Codebook clone
658	pTH14234	pTH6838	GST.GTF2IRD2.DBD	GTF2IRD2.DBD	GTF2IRD2	Codebook clone
685	pTH14261	pTH6838	GST.MBD4.FL	MBD4.FL	MBD4	Codebook clone
692	pTH14268	pTH6838	GST.MTERF3.FL	MTERF3.FL	MTERF3	Codebook clone
731	pTH14307	pTH6838	GST.NACC2.FL	NACC2.FL	NACC2	Codebook clone
746	pTH14322	pTH6838	GST.RBCK1.FL	RBCK1.FL	RBCK1	Codebook clone
747	pTH14323	pTH6838	GST.REXO4.FL	REXO4.FL	REXO4	Codebook clone
807	pTH15562	pTH13195	eGFP.MAX	MAX	MAX	Smile-seq control
808	pTH15563	pTH13195	eGFP.SRY	SRY	SRY	Smile-seq control
809	pTH15548	pTH13195	eGFP.SOX15	SOX15	SOX15	Smile-seq control
810	pTH15564	pTH13195	eGFP.MYF6	MYF6	MYF6	Smile-seq control
811	pTH15549	pTH13195	eGFP.SOX2	SOX2	SOX2	Smile-seq control
812	pTH15550	pTH13195	eGFP.FOSL2	FOSL2	FOSL2	Smile-seq control
813	pTH15571	pTH13195	eGFP.cJUN	cJUN	JUN	Smile-seq control
814	pTH15551	pTH13195	eGFP.JUNB	JUNB	JUNB	Smile-seq control
815	pTH15565	pTH13195	eGFP.POU5F1	POU5F1	POU5F1	Smile-seq control
816	pTH15552	pTH13195	eGFP.LHX6	LHX6	LHX6	Smile-seq control
817	pTH15566	pTH13195	eGFP.LEF1	LEF1	LEF1	Smile-seq control
818	pTH15567	pTH13195	eGFP.YY1	YY1	YY1	Smile-seq control
819	pTH15553	pTH13195	eGFP.VDR	VDR	VDR	Smile-seq control
820	pTH15554	pTH13195	eGFP.GCM1	GCM1	GCM1	Smile-seq control
821	pTH15568	pTH13195	eGFP.FLI1	FLI1	FLI1	Smile-seq control
822	pTH15570	pTH13195	eGFP.GABPA	GABPA	GABPA	Smile-seq control
823	pTH15555	pTH13195	eGFP.RORB	RORB	RORB	Smile-seq control
824	pTH15556	pTH13195	eGFP.RXRA	RXRA	RXRA	Smile-seq control
825	pTH15557	pTH13195	eGFP.RARA	RARA	RARA	Smile-seq control
826	pTH15558	pTH13195	eGFP.NR1H4	NR1H4	NR1H4	Smile-seq control
827	pTH15559	pTH13195	eGFP.PAX7	PAX7	PAX7	Smile-seq control
828	pTH15572	pTH13195	eGFP.CTCF	CTCF	CTCF	Smile-seq control
829	pTH15560	pTH13195	eGFP.NFKB1	NFKB1	NFKB1	Smile-seq control
830	pTH15392	pTH6838	GST.GLI4.DBD	GLI4.DBD	GLI4	"Schmitges control (aka ""Marjan's clone"")"
831	pTH15393	pTH6838	GST.SNAI1.DBD	SNAI1.DBD	SNAI1	"Schmitges control (aka ""Marjan's clone"")"
832	pTH15394	pTH6838	GST.ZFP28.DBD	ZFP28.DBD	ZFP28	"Schmitges control (aka ""Marjan's clone"")"
833	pTH15395	pTH6838	GST.ZFP3.DBD	ZFP3.DBD	ZFP3	"Schmitges control (aka ""Marjan's clone"")"
834	pTH15396	pTH6838	GST.ZIM3.DBD	ZIM3.DBD	ZIM3	"Schmitges control (aka ""Marjan's clone"")"
835	pTH15397	pTH6838	GST.ZNF121.DBD	ZNF121.DBD	ZNF121	"Schmitges control (aka ""Marjan's clone"")"
836	pTH15398	pTH6838	GST.ZNF134.DBD	ZNF134.DBD	ZNF134	"Schmitges control (aka ""Marjan's clone"")"
837	pTH15399	pTH6838	GST.ZNF140.DBD	ZNF140.DBD	ZNF140	"Schmitges control (aka ""Marjan's clone"")"
838	pTH15400	pTH6838	GST.ZNF146.DBD	ZNF146.DBD	ZNF146	"Schmitges control (aka ""Marjan's clone"")"
839	pTH15401	pTH6838	GST.ZNF16.DBD	ZNF16.DBD	ZNF16	"Schmitges control (aka ""Marjan's clone"")"
840	pTH15402	pTH6838	GST.ZNF189.DBD	ZNF189.DBD	ZNF189	"Schmitges control (aka ""Marjan's clone"")"
841	pTH15403	pTH6838	GST.ZNF22.DBD	ZNF22.DBD	ZNF22	"Schmitges control (aka ""Marjan's clone"")"
842	pTH15404	pTH6838	GST.ZNF250.DBD	ZNF250.DBD	ZNF250	"Schmitges control (aka ""Marjan's clone"")"
