num	tf	experiment_type	dataset	final_verdict
3528	JRK	AFS-LYS	YWK_D_AffSeq_H3_JRK	good
3533	JRK	HTS-GFPIVT	YWQ_A_GT40NGTTCTC	good
3534	JRK	HTS-GFPIVT	YWQ_A_TA40NCGTCGG	good
3525	JRK	AFS-GFPIVT	YWQ_B_AffSeq_F6_JRK-FL	good
3526	JRK	AFS-GFPIVT	YWQ_B_AffSeq_G1_JRK-DBD	good
921	JUN	SMS	SRR3405059	bad
917	JUN	HTS-IVT	YWF_A_GG40NGTGAGA	bad
918	JUN	PBM	PBM14341	good
919	JUN	PBM	PBM14357	good
920	JUN	SMS	SRR3405057	good
915	JUN	CHS	THC_0869	good
916	JUN	CHS	THC_0871	good
411	JUNB	HTS-LYS	YWL_A_AA40NGTGGTG	bad
412	JUNB	PBM	PBM14329	good
413	JUNB	PBM	PBM14345	good
414	JUNB	SMS	SRR3405060	bad
408	JUNB	CHS	THC_0715	good
409	JUNB	CHS	THC_0811	good
410	JUNB	HTS-IVT	YWF_A_GT40NGCGTGT	bad
407	JUNB	AFS-LYS	YWL_B_AffSeq_A6_JUNB	bad
682	KAT7	CHS	THC_0663	bad
683	KAT7	CHS	THC_0759	bad
680	KAT7	AFS-IVT	YWH_B_AffSeq_C04_KAT7_DBD	bad
689	KAT7	SMS	UT380-095	bad
690	KAT7	SMS	UT380-096	bad
691	KAT7	SMS	UT380-096-2	bad
686	KAT7	HTS-IVT	YWH_A_CA40NCATGTC	bad
687	KAT7	HTS-LYS	YWK_A_CC40NGACATG	bad
688	KAT7	HTS-LYS	YWK_C_CC40NGACATG	bad
681	KAT7	AFS-LYS	YWK_D_AffSeq_C9_KAT7	bad
684	KAT7	HTS-GFPIVT	YWP_A_AT40NCCTTGG	bad
679	KAT7	AFS-GFPIVT	YWP_B_AffSeq_B12_KAT7-FL	bad
685	KAT7	HTS-GFPIVT	YWQ_A_AC40NGTTCGA	bad
3562	KCNIP3	PBM	PBM13724	bad
3563	KCNIP3	PBM	PBM13740	bad
3558	KCNIP3	CHS	THC_0832	bad
3560	KCNIP3	HTS-IVT	YWJ_A_AA40NGTGGTG	bad
3561	KCNIP3	HTS-LYS	YWL_A_AC40NGATGTT	bad
3557	KCNIP3	AFS-LYS	YWL_B_AffSeq_A10_KCNIP3	bad
3559	KCNIP3	HTS-GFPIVT	YWQ_A_GT40NACGATC	bad
3556	KCNIP3	AFS-GFPIVT	YWQ_B_AffSeq_F4_KCNIP3-FL	bad
614	KDM2A	HTS-IVT	YWC_B_CA40NCATGTC	dunno
616	KDM2A	PBM	PBM13922	good
617	KDM2A	PBM	PBM13938	good
609	KDM2A	CHS	THC_0319.Rep-DIANA_0293	good
610	KDM2A	CHS	THC_0319.Rep-MICHELLE_0314	good
611	KDM2A	CHS	THC_0461.Rep-DIANA_0293	good
612	KDM2A	CHS	THC_0461.Rep-MICHELLE_0314	good
618	KDM2A	SMS	UT380-098	bad
615	KDM2A	HTS-LYS	YWD_A_TA40NGCTGTA	good
608	KDM2A	AFS-LYS	YWD_B_AffSeq_G06_KDM2A	good
613	KDM2A	HTS-GFPIVT	YWP_A_AA40NAGTGGT	good
2250	KDM5B	CHS	THC_0218	bad
2251	KDM5B	CHS	THC_0226	bad
2255	KDM5B	PBM	PBM13817	bad
2256	KDM5B	PBM	PBM13833	bad
2253	KDM5B	HTS-IVT	YWE_A_AG40NCTTTTC	bad
2254	KDM5B	HTS-LYS	YWL_A_AG40NACCATA	bad
2249	KDM5B	AFS-LYS	YWL_B_AffSeq_B2_KDM5B	bad
2252	KDM5B	HTS-GFPIVT	YWP_A_TG40NCATATG	bad
2248	KDM5B	AFS-GFPIVT	YWP_B_AffSeq_H4_KDM5B-DBD	bad
3426	KIN	CHS	THC_0229	bad
3432	KIN	SMS	UT380-100	bad
3428	KIN	HTS-IVT	YWE_A_TA40NCGTCGG	bad
3429	KIN	HTS-IVT	YWF_A_GG40NCGTAGT	bad
3430	KIN	HTS-LYS	YWK_A_CG40NGTTATT	bad
3424	KIN	AFS-LYS	YWK_B_AffSeq_D1_KIN	bad
3431	KIN	HTS-LYS	YWK_C_CG40NGTTATT	bad
3425	KIN	AFS-LYS	YWK_D_AffSeq_D1_KIN	bad
3427	KIN	HTS-GFPIVT	YWQ_A_AG40NTCGACT	bad
3794	L3MBTL4	CHS	THC_0472	bad
3795	L3MBTL4	CHS	THC_0568	bad
3802	L3MBTL4	SMS	UT380-102	bad
3799	L3MBTL4	HTS-LYS	YWK_A_GC40NCTTGTA	bad
3800	L3MBTL4	HTS-LYS	YWK_C_GC40NCTTGTA	bad
3792	L3MBTL4	AFS-GFPIVT	YWQ_B_AffSeq_H2_L3MBTL4-FL	bad
3796	L3MBTL4	HTS-GFPIVT	YWQ_A_GA40NTGTATC	bad
3801	L3MBTL4	SMS	UT380-101	bad
3798	L3MBTL4	HTS-IVT	YWH_A_CT40NCGGAGA	bad
3793	L3MBTL4	AFS-LYS	YWK_B_AffSeq_E8_L3MBTL4	bad
3797	L3MBTL4	HTS-GFPIVT	YWQ_A_TC40NGTTTTG	bad
3037	LEF1	PBM	PBM14333	good
3038	LEF1	PBM	PBM14349	good
3039	LEF1	SMS	SRR3405063	good
3033	LEF1	CHS	THC_0722	good
3034	LEF1	CHS	THC_0818	good
3035	LEF1	HTS-IVT	YWF_A_AC40NTCCTTG	good
3031	LEF1	AFS-IVT	YWF_B_AffSeq_A12_LEF1	good
3036	LEF1	HTS-LYS	YWL_A_AT40NAGCCTC	good
3032	LEF1	AFS-LYS	YWL_B_AffSeq_B9_LEF1	good
333	LEUTX	PBM	PBM13704	good
337	LEUTX	SMS	UT380-103	bad
330	LEUTX	HTS-IVT	YWC_B_GA40NACTTTG	bad
334	LEUTX	PBM	PBM13720	good
335	LEUTX	PBM	PBM14307	good
336	LEUTX	PBM	PBM14323	good
325	LEUTX	CHS	THC_0312.Rep-DIANA_0293	good
326	LEUTX	CHS	THC_0312.Rep-MICHELLE_0314	good
327	LEUTX	CHS	THC_0455.Rep-DIANA_0293	good
328	LEUTX	CHS	THC_0455.Rep-MICHELLE_0314	good
331	LEUTX	HTS-LYS	YWK_A_AT40NGAGAGG	good
323	LEUTX	AFS-LYS	YWK_B_AffSeq_B7_LEUTX	good
332	LEUTX	HTS-LYS	YWK_C_AT40NGAGAGG	good
324	LEUTX	AFS-LYS	YWK_D_AffSeq_B7_LEUTX	good
329	LEUTX	HTS-GFPIVT	YWP_A_TG40NTGATCT	good
322	LEUTX	AFS-GFPIVT	YWP_B_AffSeq_H3_LEUTX-FL	good
1122	LHX6	HTS-LYS	YWK_A_GC40NAGAGTT	bad
1118	LHX6	AFS-LYS	YWK_D_AffSeq_E9_LHX6	bad
1124	LHX6	PBM	PBM14332	good
1125	LHX6	PBM	PBM14348	good
1126	LHX6	SMS	SRR3405064	good
1119	LHX6	CHS	THC_0524	good
1120	LHX6	CHS	THC_0620	good
1121	LHX6	HTS-IVT	YWE_A_AC40NTCCTTG	bad
1123	LHX6	HTS-LYS	YWK_C_GC40NAGAGTT	bad
86	MAX	CHS	THC_0816	good
91	MAX	PBM	PBM14301	good
92	MAX	PBM	PBM14317	good
93	MAX	SMS	SRR3405065	good
85	MAX	CHS	THC_0720	good
87	MAX	HTS-IVT	YWE_A_CT40NTACGTT	good
81	MAX	AFS-IVT	YWE_B_AffSeq_D11_MAX	good
88	MAX	HTS-LYS	YWL_A_AT40NTCCCGA	good
82	MAX	AFS-LYS	YWL_B_AffSeq_B8_MAX	good
89	MAX	HTS-LYS	YWN_A_TG40NGACCTT	good
83	MAX	AFS-LYS	YWN_B_AffSeq_H5_MAX	good
90	MAX	HTS-LYS	YWO_A_TG40NGACCTT	good
84	MAX	AFS-LYS	YWO_B_AffSeq_H5_MAX	good
238	MBD1	PBM	PBM13780	bad
240	MBD1	PBM	PBM13971	good
241	MBD1	SMS	UT380-105-1	bad
243	MBD1	SMS	UT380-106	bad
235	MBD1	HTS-IVT	YWC_B_AG40NCTTTTC	bad
236	MBD1	HTS-LYS	YWL_A_TT40NCTCGTC	bad
231	MBD1	AFS-LYS	YWL_B_AffSeq_H12_MBD1	bad
229	MBD1	AFS-GFPIVT	YWP_B_AffSeq_A6_MBD1-DBD	bad
230	MBD1	AFS-GFPIVT	YWQ_B_AffSeq_H3_MBD1-FL	bad
237	MBD1	PBM	PBM13764	bad
239	MBD1	PBM	PBM13955	good
232	MBD1	CHS	THC_0856	good
242	MBD1	SMS	UT380-105-2	good
233	MBD1	HTS-GFPIVT	YWP_A_AA40NGTGGTG	good
234	MBD1	HTS-GFPIVT	YWQ_A_TG40NTGATCT	good
446	MBD3	SMS	UT380-107	dunno
447	MBD3	SMS	UT380-107-2	bad
442	MBD3	HTS-IVT	YWJ_A_AA40NAGTGGT	bad
443	MBD3	HTS-LYS	YWL_A_AC40NGTATGA	bad
439	MBD3	CHS	THC_0706	good
440	MBD3	CHS	THC_0802	good
444	MBD3	PBM	PBM13856	bad
445	MBD3	PBM	PBM13872	bad
438	MBD3	AFS-LYS	YWL_B_AffSeq_A7_MBD3	bad
441	MBD3	HTS-GFPIVT	YWP_A_TC40NGTTTTG	bad
437	MBD3	AFS-GFPIVT	YWP_B_AffSeq_H2_MBD3-FL	bad
1260	MBD4	CHS	THC_0515	bad
1261	MBD4	CHS	THC_0611	bad
1269	MBD4	SMS	UT380-108	bad
1270	MBD4	SMS	UT380-109	bad
1264	MBD4	HTS-IVT	YWJ_A_AG40NGGAATC	bad
1265	MBD4	HTS-IVT	YWJ_A_CA40NAGCGTA	bad
1257	MBD4	AFS-IVT	YWJ_B_AffSeq_B03_MBD4_FL	bad
1258	MBD4	AFS-IVT	YWJ_B_AffSeq_C03_MBD4_DBD	bad
1259	MBD4	AFS-LYS	YWL_B_AffSeq_E9_MBD4	bad
1255	MBD4	AFS-GFPIVT	YWP_B_AffSeq_H10_MBD4-DBD	bad
1267	MBD4	PBM	PBM13857	bad
1268	MBD4	PBM	PBM13873	bad
1266	MBD4	HTS-LYS	YWL_A_GC40NAGAGTT	bad
1262	MBD4	HTS-GFPIVT	YWP_A_TT40NTACAGC	bad
1263	MBD4	HTS-GFPIVT	YWQ_A_AG40NGGAATC	bad
1256	MBD4	AFS-GFPIVT	YWQ_B_AffSeq_B3_MBD4-FL	bad
3881	MBD6	SMS	UT380-110	bad
3882	MBD6	SMS	UT380-110-2	bad
3874	MBD6	AFS-LYS	YWL_B_AffSeq_F9_MBD6	bad
3879	MBD6	PBM	PBM13858	bad
3880	MBD6	PBM	PBM13874	bad
3875	MBD6	CHS	THC_0707	dunno
3877	MBD6	HTS-IVT	YWE_A_GT40NTGTGGA	bad
3878	MBD6	HTS-LYS	YWL_A_GT40NTTGGTG	bad
3876	MBD6	HTS-GFPIVT	YWQ_A_GG40NTAGTTT	bad
2857	MBNL2	SMS	UT380-111	bad
2852	MBNL2	HTS-GFPIVT	YWQ_A_AT40NCGGGTT	bad
2854	MBNL2	HTS-LYS	YWD_A_TT40NCTCGTC	bad
2855	MBNL2	PBM	PBM13913	good
2856	MBNL2	PBM	PBM13929	good
2853	MBNL2	HTS-IVT	YWC_B_TC40NGTTTTG	bad
2851	MBNL2	AFS-LYS	YWD_B_AffSeq_H12_MBNL2	bad
2850	MBNL2	AFS-GFPIVT	YWQ_B_AffSeq_B11_MBNL2-FL	bad
2830	MGA	CHS	THC_0819	good
2831	MGA	HTS-LYS	YWN_A_TG40NTGATCT	good
2828	MGA	AFS-LYS	YWN_B_AffSeq_H3_MGA-FL	good
2832	MGA	HTS-LYS	YWO_A_TG40NTGATCT	good
2829	MGA	AFS-LYS	YWO_B_AffSeq_H3_MGA-FL	good
3768	MKX	PBM	PBM13673	good
3769	MKX	PBM	PBM13927	bad
3770	MKX	PBM	PBM13943	bad
3755	MKX	AFS-GFPIVT	YWP_B_AffSeq_G2_MKX-FL	bad
3767	MKX	PBM	PBM13657	good
3758	MKX	CHS	THC_0320.Rep-DIANA_0293	good
3759	MKX	CHS	THC_0320.Rep-MICHELLE_0314	good
3760	MKX	CHS	THC_0462.Rep-DIANA_0293	good
3761	MKX	CHS	THC_0462.Rep-MICHELLE_0314	good
3771	MKX	SMS	UT380-113	good
3763	MKX	HTS-IVT	YWC_B_GT40NGGCATT	good
3764	MKX	HTS-IVT	YWF_A_CC40NTGAGTA	good
3765	MKX	HTS-LYS	YWK_A_CC40NTGAGTA	good
3756	MKX	AFS-LYS	YWK_B_AffSeq_C7_MKX	good
3766	MKX	HTS-LYS	YWK_C_CC40NTGAGTA	good
3757	MKX	AFS-LYS	YWK_D_AffSeq_C7_MKX	good
3762	MKX	HTS-GFPIVT	YWP_A_TA40NTCACTC	good
1150	MSANTD1	PBM	PBM13871	bad
1145	MSANTD1	HTS-IVT	YWJ_A_TC40NGTTTTG	bad
1138	MSANTD1	AFS-GFPIVT	YWQ_B_AffSeq_F8_MSANTD1-FL	bad
1147	MSANTD1	PBM	PBM13661	good
1148	MSANTD1	PBM	PBM13677	good
1149	MSANTD1	PBM	PBM13855	bad
1141	MSANTD1	CHS	THC_0514	good
1142	MSANTD1	CHS	THC_0610	good
1151	MSANTD1	SMS	UT380-114	good
1144	MSANTD1	HTS-IVT	YWC_B_AA40NGTGGTG	good
1139	MSANTD1	AFS-IVT	YWC_C_AffSeq_A06_MSANTD1	good
1146	MSANTD1	HTS-LYS	YWL_A_TG40NTGTGTT	good
1140	MSANTD1	AFS-LYS	YWL_B_AffSeq_H6_MSANTD1	good
1143	MSANTD1	HTS-GFPIVT	YWQ_A_GT40NGAAGTA	good
924	MSANTD4	CHS	THC_0518	bad
925	MSANTD4	CHS	THC_0614	bad
927	MSANTD4	HTS-IVT	YWC_B_CT40NTTGCGC	bad
929	MSANTD4	PBM	PBM13663	good
930	MSANTD4	PBM	PBM13679	good
931	MSANTD4	SMS	UT380-115	good
928	MSANTD4	HTS-LYS	YWL_A_AT40NCCTTGG	good
923	MSANTD4	AFS-LYS	YWL_B_AffSeq_B12_MSANTD4	good
926	MSANTD4	HTS-GFPIVT	YWQ_A_CT40NCGGAGA	good
922	MSANTD4	AFS-GFPIVT	YWQ_B_AffSeq_D4_MSANTD4-FL	good
1812	MTERF2	HTS-LYS	YWK_A_GT40NGAAGTA	bad
1814	MTERF2	PBM	PBM13861	bad
1815	MTERF2	PBM	PBM13877	bad
1811	MTERF2	HTS-IVT	YWJ_A_GA40NTTCCTA	bad
1809	MTERF2	AFS-LYS	YWK_B_AffSeq_F8_MTERF2	bad
1813	MTERF2	HTS-LYS	YWK_C_GT40NGAAGTA	bad
1810	MTERF2	HTS-GFPIVT	YWQ_A_CA40NAGCGTA	bad
1808	MTERF2	AFS-GFPIVT	YWQ_B_AffSeq_C3_MTERF2-FL	bad
204	MTERF3	PBM	PBM13862	bad
205	MTERF3	PBM	PBM13878	bad
202	MTERF3	HTS-IVT	YWE_A_TC40NTGCATA	bad
203	MTERF3	HTS-IVT	YWJ_A_GG40NTAGTTT	bad
201	MTERF3	HTS-GFPIVT	YWQ_A_AA40NCCGCGT	bad
200	MTERF3	AFS-GFPIVT	YWQ_B_AffSeq_A2_MTERF3-FL	bad
3206	MTERF4	HTS-IVT	YWJ_A_TA40NAGGCTT	bad
3204	MTERF4	AFS-LYS	YWL_B_AffSeq_D5_MTERF4	bad
3208	MTERF4	PBM	PBM13863	bad
3209	MTERF4	PBM	PBM13879	bad
3207	MTERF4	HTS-LYS	YWL_A_CT40NTCTAGT	dunno
3205	MTERF4	HTS-GFPIVT	YWQ_A_GT40NGCGTGT	bad
3203	MTERF4	AFS-GFPIVT	YWQ_B_AffSeq_F11_MTERF4-FL	bad
1319	MYF6	PBM	PBM14361	good
1320	MYF6	PBM	PBM14377	good
1314	MYF6	CHS	THC_0721	good
1315	MYF6	CHS	THC_0817	good
1316	MYF6	HTS-IVT	YWF_A_GC40NCACTTC	good
1317	MYF6	HTS-LYS	YWK_A_AT40NCCTTGG	good
1312	MYF6	AFS-LYS	YWK_B_AffSeq_B12_MYF6	good
1318	MYF6	HTS-LYS	YWK_C_AT40NCCTTGG	good
1313	MYF6	AFS-LYS	YWK_D_AffSeq_B12_MYF6	good
3870	MYPOP	PBM	PBM13664	good
3871	MYPOP	PBM	PBM13680	good
3872	MYPOP	PBM	PBM13864	bad
3873	MYPOP	PBM	PBM13880	bad
3863	MYPOP	CHS	THC_0710	good
3864	MYPOP	CHS	THC_0806	good
3866	MYPOP	HTS-IVT	YWC_B_GC40NTATAGG	good
3859	MYPOP	AFS-IVT	YWC_C_AffSeq_E06_MYPOP	good
3867	MYPOP	HTS-IVT	YWF_A_TC40NTGCATA	good
3860	MYPOP	AFS-IVT	YWF_B_AffSeq_G07_MYPOP	good
3868	MYPOP	HTS-LYS	YWN_A_CC40NTGAGTA	good
3861	MYPOP	AFS-LYS	YWN_B_AffSeq_C7_MYPOP-FL	good
3869	MYPOP	HTS-LYS	YWO_A_CC40NTGAGTA	good
3862	MYPOP	AFS-LYS	YWO_B_AffSeq_C7_MYPOP-FL	good
3865	MYPOP	HTS-GFPIVT	YWP_A_GC40NCACTTC	good
3858	MYPOP	AFS-GFPIVT	YWP_B_AffSeq_E11_MYPOP-FL	good
966	MYRFL	CHS	THC_0808	good
970	MYRFL	HTS-LYS	YWN_A_GA40NACTTTG	bad
971	MYRFL	HTS-LYS	YWO_A_GA40NACTTTG	bad
967	MYRFL	HTS-GFPIVT	YWQ_A_TG40NCTGTGG	bad
968	MYRFL	HTS-GFPIVT	YWQ_A_TT40NTAGCAG	bad
972	MYRFL	PBM	PBM13883	bad
973	MYRFL	PBM	PBM13899	bad
974	MYRFL	SMS	UT380-121	bad
975	MYRFL	SMS	UT380-122	bad
969	MYRFL	HTS-IVT	YWJ_A_CA40NCATGTC	bad
964	MYRFL	AFS-LYS	YWN_B_AffSeq_E5_MYRFL	bad
965	MYRFL	AFS-LYS	YWO_B_AffSeq_E5_MYRFL	bad
962	MYRFL	AFS-GFPIVT	YWQ_B_AffSeq_H11_MYRFL-FL	bad
963	MYRFL	AFS-GFPIVT	YWQ_B_AffSeq_H8_MYRFL-DBD	bad
3931	MYSM1	PBM	PBM13665	bad
3932	MYSM1	PBM	PBM13681	bad
3924	MYSM1	CHS	THC_0519	good
3925	MYSM1	CHS	THC_0615	good
3933	MYSM1	SMS	UT380-123	bad
3934	MYSM1	SMS	UT380-124	bad
3928	MYSM1	HTS-IVT	YWJ_A_TG40NTGATCT	bad
3921	MYSM1	AFS-IVT	YWJ_B_AffSeq_H03_MYSM1_DBD	bad
3929	MYSM1	HTS-LYS	YWN_A_CT40NGCGCTA	bad
3922	MYSM1	AFS-LYS	YWN_B_AffSeq_D7_MYSM1-FL	bad
3930	MYSM1	HTS-LYS	YWO_A_CT40NGCGCTA	bad
3923	MYSM1	AFS-LYS	YWO_B_AffSeq_D7_MYSM1-FL	bad
3926	MYSM1	HTS-GFPIVT	YWP_A_GC40NTCTCTT	bad
3919	MYSM1	AFS-GFPIVT	YWP_B_AffSeq_E7_MYSM1-FL	bad
3927	MYSM1	HTS-GFPIVT	YWQ_A_CC40NGACATG	bad
3920	MYSM1	AFS-GFPIVT	YWQ_B_AffSeq_C9_MYSM1-DBD	bad
2148	MYT1	CHS	THC_0664	dunno
2155	MYT1	SMS	UT380-125	bad
2156	MYT1	SMS	UT380-126	bad
2151	MYT1	HTS-IVT	YWH_A_GA40NGAGCTG	good
2152	MYT1	HTS-IVT	YWH_A_GT40NACGATC	good
2144	MYT1	AFS-IVT	YWH_B_AffSeq_E04_MYT1_DBD_1	good
2145	MYT1	AFS-IVT	YWH_B_AffSeq_F04_MYT1_DBD_2	good
2153	MYT1	HTS-LYS	YWK_A_TG40NCTGTGG	good
2146	MYT1	AFS-LYS	YWK_B_AffSeq_H8_MYT1	good
2154	MYT1	HTS-LYS	YWK_C_TG40NCTGTGG	good
2147	MYT1	AFS-LYS	YWK_D_AffSeq_H8_MYT1	good
2149	MYT1	HTS-GFPIVT	YWP_A_CA40NAGCGTA	good
2142	MYT1	AFS-GFPIVT	YWP_B_AffSeq_C3_MYT1-DBD1	good
2150	MYT1	HTS-GFPIVT	YWQ_A_GA40NTTCCTA	good
2143	MYT1	AFS-GFPIVT	YWQ_B_AffSeq_E3_MYT1-DBD2	good
1457	NACC2	SMS	UT380-127-1	bad
1446	NACC2	AFS-LYS	YWD_B_AffSeq_E02_NACC2	good
1451	NACC2	HTS-GFPIVT	YWP_A_TG40NTGTGTT	bad
1445	NACC2	AFS-GFPIVT	YWP_B_AffSeq_H6_NACC2-FL	bad
1455	NACC2	PBM	PBM13725	good
1456	NACC2	PBM	PBM13741	good
1447	NACC2	CHS	THC_0131	good
1448	NACC2	CHS	THC_0171	good
1449	NACC2	CHS	THC_0179	good
1458	NACC2	SMS	UT380-127-2	good
1459	NACC2	SMS	UT380-127-3	good
1452	NACC2	HTS-IVT	YWC_B_TG40NTGTGTT	good
1454	NACC2	HTS-LYS	YWD_A_GA40NGGTCAT	good
1453	NACC2	HTS-IVT	YWF_A_GC40NCTTGTA	good
1450	NACC2	HTS-GFPIVT	YWM_A_AC40NTGTTAC	good
1444	NACC2	AFS-GFPIVT	YWM_B_AffSeq_A11_NACC2-DBD	good
2407	NANOGNB	CHS	THC_0383.Rep-MICHELLE_0314	bad
2411	NANOGNB	PBM	PBM13658	bad
2412	NANOGNB	PBM	PBM13674	bad
2413	NANOGNB	SMS	UT380-129	dunno
2409	NANOGNB	HTS-IVT	YWJ_A_AG40NACCATA	bad
2410	NANOGNB	HTS-LYS	YWL_A_CA40NCATGTC	bad
2406	NANOGNB	AFS-LYS	YWL_B_AffSeq_C4_NANOGNB	bad
2408	NANOGNB	HTS-GFPIVT	YWQ_A_AT40NAGCCTC	bad
2405	NANOGNB	AFS-GFPIVT	YWQ_B_AffSeq_B9_NANOGNB-FL	bad
1818	NCOA1	CHS	THC_0242	bad
1819	NCOA1	CHS	THC_0283.Rep-DIANA_0293	bad
1820	NCOA1	CHS	THC_0283.Rep-MICHELLE_0314	bad
1821	NCOA1	CHS	THC_0385.Rep-DIANA_0293	bad
1822	NCOA1	CHS	THC_0385.Rep-MICHELLE_0314	bad
1823	NCOA1	CHS	THC_0393.Rep-MICHELLE_0314	bad
1827	NCOA1	PBM	PBM13827	bad
1828	NCOA1	PBM	PBM13843	bad
1825	NCOA1	HTS-IVT	YWH_A_AG40NACCATA	bad
1826	NCOA1	HTS-LYS	YWL_A_GA40NGGTCAT	bad
1817	NCOA1	AFS-LYS	YWL_B_AffSeq_E2_NCOA1	bad
1824	NCOA1	HTS-GFPIVT	YWP_A_TA40NCGTCGG	bad
1816	NCOA1	AFS-GFPIVT	YWP_B_AffSeq_G1_NCOA1-DBD	bad
2470	NCOA2	CHS	THC_0401.Rep-DIANA_0293	bad
2474	NCOA2	HTS-LYS	YWL_A_TC40NGTTTTG	bad
2475	NCOA2	PBM	PBM13828	bad
2476	NCOA2	PBM	PBM13844	bad
2471	NCOA2	CHS	THC_0401.Rep-MICHELLE_0314	dunno
2477	NCOA2	SMS	UT380-131	dunno
2473	NCOA2	HTS-IVT	YWF_A_AA40NTATCGC	bad
2472	NCOA2	HTS-GFPIVT	YWP_A_TC40NAATCTC	dunno
2469	NCOA2	AFS-GFPIVT	YWP_B_AffSeq_G10_NCOA2-DBD	bad
4060	NCOA3	CHS	THC_0564	bad
4059	NCOA3	AFS-LYS	YWL_B_AffSeq_F10_NCOA3	bad
4061	NCOA3	HTS-GFPIVT	YWQ_A_TG40NTGTGTT	bad
4064	NCOA3	PBM	PBM13829	bad
4065	NCOA3	PBM	PBM13845	bad
4062	NCOA3	HTS-IVT	YWH_A_CA40NTGCCGT	bad
4063	NCOA3	HTS-LYS	YWL_A_GT40NCATTCT	bad
4058	NCOA3	AFS-GFPIVT	YWQ_B_AffSeq_H6_NCOA3-DBD	bad
79	NFKB1	PBM	PBM14452	bad
78	NFKB1	PBM	PBM14436	bad
80	NFKB1	SMS	SRR3405069	good
74	NFKB1	CHS	THC_0528	good
75	NFKB1	CHS	THC_0624	good
76	NFKB1	HTS-IVT	YWF_A_TT40NCTCGTC	good
72	NFKB1	AFS-IVT	YWF_B_AffSeq_H12_NFKB1	good
77	NFKB1	HTS-LYS	YWL_A_AC40NGCTGCT	good
73	NFKB1	AFS-LYS	YWL_B_AffSeq_A9_NFKB1	good
1590	NFX1	AFS-LYS	YWN_B_AffSeq_F5_NFX1	bad
1591	NFX1	AFS-LYS	YWO_B_AffSeq_F5_NFX1	bad
1596	NFX1	PBM	PBM13884	bad
1597	NFX1	PBM	PBM13900	bad
1598	NFX1	SMS	UT380-133	bad
1593	NFX1	HTS-IVT	YWF_A_TG40NTCTTGC	bad
1594	NFX1	HTS-LYS	YWN_A_GT40NGGCATT	bad
1595	NFX1	HTS-LYS	YWO_A_GT40NGGCATT	bad
1592	NFX1	HTS-GFPIVT	YWQ_A_CG40NACGGTT	bad
2721	NFXL1	PBM	PBM13885	bad
2722	NFXL1	PBM	PBM13901	bad
2723	NFXL1	SMS	UT380-135	bad
2724	NFXL1	SMS	UT380-135-2	bad
2720	NFXL1	HTS-IVT	YWJ_A_CT40NCGGAGA	bad
2718	NFXL1	HTS-GFPIVT	YWP_A_CC40NGACATG	bad
2719	NFXL1	HTS-GFPIVT	YWQ_A_CT40NTACGTT	bad
2717	NFXL1	AFS-GFPIVT	YWQ_B_AffSeq_D11_NFXL1-FL	bad
2701	NKRF	SMS	UT380-136	bad
2697	NKRF	HTS-IVT	YWJ_A_AG40NCTTTTC	bad
2699	NKRF	PBM	PBM13726	bad
2700	NKRF	PBM	PBM13742	bad
2702	NKRF	SMS	UT380-137	bad
2698	NKRF	HTS-LYS	YWL_A_AT40NTCTGTC	bad
2694	NKRF	AFS-LYS	YWL_B_AffSeq_B10_NKRF	bad
2695	NKRF	HTS-GFPIVT	YWP_A_AC40NGTATGA	bad
2696	NKRF	HTS-GFPIVT	YWP_A_CA40NCTTTGA	bad
2692	NKRF	AFS-GFPIVT	YWP_B_AffSeq_A7_NKRF-FL	bad
2693	NKRF	AFS-GFPIVT	YWP_B_AffSeq_C5_NKRF-DBD	bad
820	NME2	PBM	PBM13356	bad
815	NME2	AFS-LYS	YWD_B_AffSeq_G02_NME2	bad
819	NME2	PBM	PBM13340	bad
821	NME2	PBM	PBM13959	bad
822	NME2	PBM	PBM14438	bad
823	NME2	SMS	UT380-138	bad
817	NME2	HTS-IVT	YWC_B_AC40NGTATGA	bad
818	NME2	HTS-LYS	YWD_A_TA40NTCACTC	bad
816	NME2	HTS-GFPIVT	YWQ_A_GA40NGGTCAT	bad
1588	NR1H4	PBM	PBM14339	dunno
1589	NR1H4	PBM	PBM14355	good
1584	NR1H4	CHS	THC_0527	good
1585	NR1H4	CHS	THC_0623	good
1586	NR1H4	HTS-IVT	YWF_A_GA40NTGTATC	good
1587	NR1H4	HTS-LYS	YWL_A_GC40NTATAGG	good
1583	NR1H4	AFS-LYS	YWL_B_AffSeq_E6_NR1H4	good
912	NR4A2	PBM	PBM14344	good
913	NR4A2	PBM	PBM14360	good
914	NR4A2	SMS	SRR3405072	good
911	NR4A2	HTS-IVT	YWE_A_TC40NTAAGTG	good
1168	PA2G4	PBM	PBM13727	bad
1169	PA2G4	PBM	PBM13743	bad
1165	PA2G4	HTS-IVT	YWJ_A_CA40NGCCTTT	bad
1166	PA2G4	HTS-LYS	YWK_A_AC40NTCCTTG	bad
1163	PA2G4	AFS-LYS	YWK_B_AffSeq_A12_PA2G4	bad
1167	PA2G4	HTS-LYS	YWK_C_AC40NTCCTTG	bad
1164	PA2G4	HTS-GFPIVT	YWQ_A_CC40NCGTTTT	bad
1162	PA2G4	AFS-GFPIVT	YWQ_B_AffSeq_C11_PA2G4-FL	bad
