ID	TF	Peaks	RawFiles	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	read_count	align_percent
EXP951507	ZBED3	PEAKS951507	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED3.FL_AffiSeq_Cycle4_A12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED3.FL_AffiSeq_Cycle4_A12_Read2.fastq.gz	6948	97	170	87	80	0.041776869439769	0.047337100264487	0.458072854051455	0.034533541716759	0.960474	16.26151	0.973992	51.556667	0.8729284	255746	625534	40.9
EXP951508	ZBED4	PEAKS951508	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle1_B12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle1_B12_Read2.fastq.gz	1153	10	128	47	95	0.00152173030881	0.00077101002313	0.007202856795033	0.005126540329235	0.999671	1.157432	0.999676	3127.503546	0.4170557	1003180	1707326	58.8
EXP951509	ZBED4	PEAKS951509	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle2_B12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle2_B12_Read2.fastq.gz	992	135	368	185	85	0.123290128418913	1.09E-01	0.17551470539386	0.080260159576942	0.920085	23.4681	0.97706	103.756549	1.101375	526358	1303098	40.4
EXP951510	ZBED4	PEAKS951510	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle3_B12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle3_B12_Read2.fastq.gz	19228	77	146	83	95	0.160866292199896	0.224255409500647	0.695427258864632	0.115968884513676	0.894965	87.92404	0.964399	60.517007	0.8213712	400396	1455022	27.5
EXP951511	ZBED4	PEAKS951511	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle4_B12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED4.DBD_AffiSeq_Cycle4_B12_Read2.fastq.gz	6932	52	66	38	70	0.156993181440213	0.297133987471589	0.841510061533344	0.217306946061312	0.898787	422.5171	0.959079	47.231707	0.7755024	219684	1062108	20.7
EXP951512	ZBED5	PEAKS951512	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle1_C12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle1_C12_Read2.fastq.gz	10423	119	2745	946	85	0.046862207594896	0.013628939297047	0.172789370567845	0.057827271727486	0.994862	6.921403	0.995124	214.968833	1.147058	528110	747018	70.7
EXP951513	ZBED5	PEAKS951513	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle2_C12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle2_C12_Read2.fastq.gz	2175	1011	962	997	80	0.66263451035527	0.70518574595793	0.895549667441735	0.410695939003947	0.555336	120.3199	0.809363	11.1675	1.079695	716060	1686942	42.4
EXP951514	ZBED5	PEAKS951514	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle3_C12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle3_C12_Read2.fastq.gz	247	154	77	143	95	0.557963745790643	0.726039502280815	0.939218074562346	0.32678942466146	0.586377	1163.815	0.87083	23.402192	0.8677734	452572	1384206	32.7
EXP951515	ZBED5	PEAKS951515	/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle4_C12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZBED5.DBD_AffiSeq_Cycle4_C12_Read2.fastq.gz	192	97	56	98	-45	0.284608876030351	0	0.917872154593591	0.131352693924341	0.672721	2507.829	0.906341	32.615047	0.4864118	489916	1661052	29.5
EXP951516	ZFP91	PEAKS951516	/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle1_D12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle1_D12_Read2.fastq.gz	29	2	65	25	65	0.000410536316825	0.000119251025363	0.000664677846287	0.004500260006334	0.999841	1.181617	0.999847	6697.960526	0.8522371	1124656	1978518	56.8
EXP951517	ZFP91	PEAKS951517	/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle2_D12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle2_D12_Read2.fastq.gz	3576	20	459	248	90	0.007293051153597	0.00126094809665	0.028905247134467	0.007329970805076	0.999218	1.463598	0.999249	1378.110236	0.697619	782846	1712248	45.7
EXP951518	ZFP91	PEAKS951518	/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle3_D12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle3_D12_Read2.fastq.gz	4924	65	915	552	65	0.020926460397359	0.003655276925303	0.070040436500986	0.018912250508312	0.996615	3.056779	0.99703	374.386167	0.9430439	654684	1425120	45.9
EXP951519	ZFP91	PEAKS951519	/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle4_D12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZFP91.FL_AffiSeq_Cycle4_D12_Read2.fastq.gz	35041	71	679	421	65	0.033279844758742	0.007276933985148	0.400410493711983	0.028510654177707	0.993882	7.187312	0.99524	248.463277	1.031954	344364	820060	42.0
EXP951520	ZNF395	PEAKS951520	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle1_E12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle1_E12_Read2.fastq.gz	30625	8924	20545	14097	-5	0.408468280345919	0	0.491324983465265	0.135678423314185	0.974012	4.582194	0.976516	46.227889	0.1692043	1063258	1751698	60.7
EXP951521	ZNF395	PEAKS951521	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle2_E12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle2_E12_Read2.fastq.gz	7670	2316	4463	3185	210	0.361119171882106	0.55124845702406	5.76E-01	0.071057019728436	0.797448	23.86525	0.908614	19.13537	0.1532158	629950	1746668	36.1
EXP951522	ZNF395	PEAKS951522	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle3_E12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle3_E12_Read2.fastq.gz	415	176	176	169	145	0.343064662880808	0.663304364195401	0.838562419602799	0.209989646409186	0.655237	179.7219	0.894001	26.512074	0.6110207	267708	1251580	21.4
EXP951523	ZNF395	PEAKS951523	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle4_E12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF395.DBD_AffiSeq_Cycle4_E12_Read2.fastq.gz	127	76	58	52	120	0.353794519028071	0.685287917452569	0.893126594918451	0.231166093420615	0.681539	1020.166	0.898095	28.760104	0.6891699	169690	800552	21.2
EXP951524	ZNF648	PEAKS951524	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle1_F12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle1_F12_Read2.fastq.gz	1561	4	106	36	65	0.000733792751404	0.000167026994565	0.007405488994985	0.00447031798937	0.99984	1.208483	0.999845	6627.0875	0.8397652	1169700	2026100	57.7
EXP951525	ZNF648	PEAKS951525	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle2_F12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle2_F12_Read2.fastq.gz	3172	35	602	240	125	0.008768683566685	0.002892055072404	0.033676679208043	0.008114201909305	0.999033	1.370083	0.99907	1119.351351	0.2375495	648142	1370044	47.3
EXP951526	ZNF648	PEAKS951526	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle3_F12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle3_F12_Read2.fastq.gz	54726	200	1208	642	65	0.036240572248137	0.014052836130177	3.83E-01	0.0368830393217	0.992389	6.379999	0.994108	202.975678	1.030765	627786	1244666	50.4
EXP951527	ZNF648	PEAKS951527	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle4_F12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF648.DBD_AffiSeq_Cycle4_F12_Read2.fastq.gz	30308	248	989	563	65	0.06881921362599	0.038935775881875	0.425827500114877	0.064607042749705	0.986369	23.08685	0.991195	160.274905	1.01605	392592	815652	48.1
EXP951528	ZNF841	PEAKS951528	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle1_G12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle1_G12_Read2.fastq.gz	767	0	82	24	70	0.000921519309129	0	0.004656483511649	0.004859364420555	0.999855	1.144137	0.99986	7266.357143	0.8649762	906912	1590224	57.0
EXP951529	ZNF841	PEAKS951529	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle2_G12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle2_G12_Read2.fastq.gz	2878	10	426	191	80	0.005730281574181	0.00130742631319	0.028730446237444	0.007976288490038	0.999126	1.646116	0.999158	1225.780488	0.9493345	692254	1342598	51.6
EXP951530	ZNF841	PEAKS951530	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle3_G12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle3_G12_Read2.fastq.gz	40024	57	432	244	65	0.018489662511402	0.005308097699402	3.52E-01	0.016475372453633	0.992656	3.758966	0.994558	218.912429	1.032488	490028	915636	53.5
EXP951531	ZNF841	PEAKS951531	/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle4_G12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZNF841.DBD.1_AffiSeq_Cycle4_G12_Read2.fastq.gz	9962	106	338	193	70	0.038525524306056	0.021247330984163	0.285817210076108	0.03101953130117	0.980181	13.82143	0.988293	112.900307	1.025329	390022	827718	47.1
EXP951532	ZXDB	PEAKS951532	/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle1_H12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle1_H12_Read2.fastq.gz	1513	7	111	51	65	0.001045732274477	0.000236599184726	0.007395982148501	0.005299099297607	0.999759	1.200444	0.99976	4203.267176	1.008599	1272554	2147982	59.2
EXP951533	ZXDB	PEAKS951533	/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle2_H12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle2_H12_Read2.fastq.gz	6632	54	1120	565	70	0.010318126534688	0.002861610666041	4.66E-02	0.013677954712447	0.997903	1.812475	0.998004	525.604444	1.003353	1216962	2264638	53.7
EXP951534	ZXDB	PEAKS951534	/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle3_H12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle3_H12_Read2.fastq.gz	30344	154	580	311	130	0.028682732249062	0.023438340734789	0.337850732134274	0.018610056891963	0.983929	2.515813	0.989568	123.444139	0.2977284	659750	1284702	51.4
EXP951535	ZXDB	PEAKS951535	/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle4_H12_Read1.fastq.gz;/SELEX_RawData/Phase4/YWM/YWM_B_ZXDB.FL_AffiSeq_Cycle4_H12_Read2.fastq.gz	15428	132	461	269	70	0.054536229499205	0.031800230376831	0.418819593000932	0.05095716087982	0.97757	19.83071	0.987111	109.713166	0.9420629	414856	899182	46.1
EXP951536	ZBED5	PEAKS951536	/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle1_A1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle1_A1_Read2.fastq.gz	1229	5	123	33	65	0.000927847043198	0.000170420885485	0.008296521520371	0.004393071714732	0.999872	1.265806	0.999872	7828.93617	0.8039294	806706	1477346	54.6
EXP951537	ZBED5	PEAKS951537	/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle2_A1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle2_A1_Read2.fastq.gz	3581	63	611	335	65	1.44E-02	0.007405005134858	0.03723608247688	0.014833175040731	0.996761	4.075949	0.998159	861.111857	1.023126	868346	1695580	51.2
EXP951538	ZBED5	PEAKS951538	/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle3_A1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle3_A1_Read2.fastq.gz	38008	144	620	473	65	0.101807767600358	0.088388476689949	0.445990526137709	0.090152741861421	0.943845	32.45292	0.985946	182.269917	1.024627	608076	1491200	40.8
EXP951539	ZBED5	PEAKS951539	/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle4_A1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZBED5.FL_AffiSeq_Cycle4_A1_Read2.fastq.gz	26704	148	562	467	65	0.191949531809419	0.163290071605618	0.58621936105756	0.152497590195538	0.902808	97.44868	0.977882	120.734357	1.004029	781660	1917490	40.8
EXP951540	CENPS	PEAKS951540	/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle1_B1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle1_B1_Read2.fastq.gz	582	0	38	8	70	0.000569301316065	0	0.005710803826772	0.003718249220546	0.999616	1.155193	0.999616	2599.976744	1.315952	529730	940124	56.3
EXP951541	CENPS	PEAKS951541	/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle2_B1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle2_B1_Read2.fastq.gz	4218	2	289	96	85	0.003156715178038	0.000526708355574	0.038827950185408	0.006140217541156	0.99673	1.534891	0.996884	335.233813	0.8782416	781272	1348456	57.9
EXP951542	CENPS	PEAKS951542	/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle3_B1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle3_B1_Read2.fastq.gz	46657	24	395	191	70	0.016428995840761	0.003067439096851	0.458637849079026	0.015433749257279	0.990994	3.251172	0.992722	156.513674	0.9950531	459274	923406	49.7
EXP951543	CENPS	PEAKS951543	/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle4_B1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPS_AffiSeq_Cycle4_B1_Read2.fastq.gz	29194	212	601	374	80	0.058382119579348	0.034650935530433	0.480576648945231	0.037815691091168	0.976311	10.30146	0.986404	99.715219	0.9313455	565428	1504680	37.6
EXP951544	ZKSCAN4	PEAKS951544	/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle1_C1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle1_C1_Read2.fastq.gz	621	0	52	14	65	0.000625981932443	0	0.005625654621629	0.003179006284368	0.999901	1.140455	0.999901	10138.458333	0.7601117	529412	968564	54.7
EXP951545	ZKSCAN4	PEAKS951545	/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle2_C1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle2_C1_Read2.fastq.gz	2712	14	398	224	145	0.006456300469723	0.000905029285983	0.015372750970357	0.004821511653845	0.999632	1.199148	0.999642	2866.495413	0.2962438	685164	1368004	50.1
EXP951546	ZKSCAN4	PEAKS951546	/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle3_C1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle3_C1_Read2.fastq.gz	65991	227	1445	932	-5	0.052901486881374	0	0.156298230242002	0.021896251884732	0.995389	2.59741	0.996367	329.630564	0.167585	527870	1356666	38.9
EXP951547	ZKSCAN4	PEAKS951547	/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle4_C1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZKSCAN4_AffiSeq_Cycle4_C1_Read2.fastq.gz	40176	208	999	677	65	0.072428484479611	0.037222947882402	0.463943047453617	0.058586991458486	0.991775	18.14235	0.994995	273.769524	1.06134	517096	1260872	41.0
EXP951548	CBX2	PEAKS951548	/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle1_D1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle1_D1_Read2.fastq.gz	636	2	50	6	65	0.000297546305644	0.00010626653773	0.004990985055383	0.003404071425282	0.999932	1.180012	0.999932	14795.157895	0.8207854	605438	1125624	53.8
EXP951549	CBX2	PEAKS951549	/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle2_D1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle2_D1_Read2.fastq.gz	3126	8	396	197	65	0.004502834828187	0.000448978313303	2.24E-02	0.006249151639815	0.999709	1.491714	0.999717	3634.066667	0.9056944	828022	1688304	49.0
EXP951550	CBX2	PEAKS951550	/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle3_D1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle3_D1_Read2.fastq.gz	70435	87	939	628	70	0.02898563959727	0.004346932718431	0.431035821099975	0.022684413597863	0.998717	3.610424	0.998784	863.900794	0.8795129	476068	1438232	33.1
EXP951551	CBX2	PEAKS951551	/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle4_D1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CBX2_AffiSeq_Cycle4_D1_Read2.fastq.gz	45472	198	1302	847	65	0.053008473853813	0.012378305570238	0.421623956397447	0.041283751911022	0.996276	6.44283	0.996892	367.394515	0.8685758	448442	1481844	30.3
EXP951552	CENPA	PEAKS951552	/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle1_E1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle1_E1_Read2.fastq.gz	1425	4	121	26	70	0.000445414458153	0.000160349204935	0.007186762282304	0.004166852256024	0.999881	1.184768	0.999881	8434.150943	0.8446846	980194	1748486	56.1
EXP951553	CENPA	PEAKS951553	/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle2_E1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle2_E1_Read2.fastq.gz	3772	6	628	341	60	5.42E-03	0.000319292179652	2.24E-02	0.008148252400468	0.999656	1.464436	0.999665	3057.154839	0.9769552	1042058	2065188	50.5
EXP951554	CENPA	PEAKS951554	/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle3_E1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle3_E1_Read2.fastq.gz	5936	152	1591	1032	85	0.038615833571294	0.005933932762691	0.091418781036488	0.026061944129098	0.99799	2.988764	0.998116	559.886051	0.6694416	639872	1922818	33.3
EXP951555	CENPA	PEAKS951555	/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle4_E1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_CENPA_AffiSeq_Cycle4_E1_Read2.fastq.gz	45309	105	1050	683	5	0.045475623108134	4.83E-04	0.449797127584208	0.025497520448251	0.996684	3.551205	0.997217	405.649077	0.3639314	388994	1258136	30.9
EXP951556	ZNF568	PEAKS951556	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle1_F1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle1_F1_Read2.fastq.gz	1650	2	71	9	75	0.000822871610929	0.000161761085909	0.012909237964624	0.003998312058234	0.998144	1.131997	0.998201	570.617409	0.6888495	941142	1640176	57.4
EXP951557	ZNF568	PEAKS951557	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle2_F1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle2_F1_Read2.fastq.gz	2065	5	106	27	75	0.002640021905466	7.85E-04	2.55E-02	0.004525751837941	0.996337	1.499706	0.996647	323.407783	1.177241	764154	1303348	58.6
EXP951558	ZNF568	PEAKS951558	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle3_F1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle3_F1_Read2.fastq.gz	7250	12	36	7	80	0.004273649221585	0.008445544890276	3.35E-01	0.006105213173693	0.984591	7.247281	0.989729	129.645455	0.8840595	288176	673314	42.8
EXP951559	ZNF568	PEAKS951559	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle4_F1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF568_AffiSeq_Cycle4_F1_Read2.fastq.gz	1400	75	36	13	75	0.018311031436072	0.088033804981113	0.293552724246111	0.018887252705039	0.950589	41.49216	0.981906	93.477419	0.5993444	357326	959796	37.2
EXP951560	DOT1L	PEAKS951560	/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle1_G1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle1_G1_Read2.fastq.gz	2243	2	123	69	70	0.001158926255795	6.9885000349425E-05	0.010504103802521	0.004385283771926	0.999717	1.187357	0.999721	3635.836879	0.8262172	1154658	2080636	55.5
EXP951561	DOT1L	PEAKS951561	/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle2_G1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle2_G1_Read2.fastq.gz	6765	36	740	654	65	1.09E-02	0.000786348682961	0.039393409866207	0.008989826851338	0.999085	1.566598	0.999092	1109.391949	0.9409062	1192208	2370032	50.3
EXP951562	DOT1L	PEAKS951562	/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle3_G1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle3_G1_Read2.fastq.gz	7371	225	1874	1149	70	4.05E-02	0.007320981376114	1.10E-01	0.031826599245833	0.996428	3.57747	0.996843	346.946188	0.9435259	741338	1858806	39.9
EXP951563	DOT1L	PEAKS951563	/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle4_G1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_DOT1L_AffiSeq_Cycle4_G1_Read2.fastq.gz	41432	195	1460	912	70	0.056594501476965	0.013262986223991	0.404845094153162	0.04456816991311	0.993921	6.859693	0.995563	267.392387	0.9159385	488370	1453482	33.6
EXP951564	ZNF518B	PEAKS951564	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle1_H1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle1_H1_Read2.fastq.gz	4704	13	383	181	140	0.002544119648304	0.001166677177272	0.014546124407949	0.004304922614286	0.999555	1.067496	0.999556	2260.584906	0.1654328	1355526	2294646	59.1
EXP951565	ZNF518B	PEAKS951565	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle2_H1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle2_H1_Read2.fastq.gz	10832	549	4685	1316	-10	4.87E-02	0	0.093285060249422	0.029487867376054	0.996222	1.585938	0.996759	349.603372	0.05496484	938510	1734926	54.1
EXP951566	ZNF518B	PEAKS951566	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle3_H1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle3_H1_Read2.fastq.gz	63789	663	3843	1285	-10	0.082853883039843	0	0.232401771902115	0.045109607006403	0.992918	3.425911	0.994454	219.653358	0.08520278	640370	1292428	49.5
EXP951567	ZNF518B	PEAKS951567	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle4_H1_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF518B_AffiSeq_Cycle4_H1_Read2.fastq.gz	40232	559	2681	748	140	0.119793973011397	0.131617995509668	0.342578134103992	0.035332230172233	0.982726	9.846138	0.990136	146.441315	0.1027396	537056	1117530	48.1
EXP951568	ZNF551	PEAKS951568	/SELEX_RawData/Phase4/YWN/YWN_B_ZNF551_AffiSeq_Cycle1_A2_Read1.fastq.gz;/SELEX_RawData/Phase4/YWN/YWN_B_ZNF551_AffiSeq_Cycle1_A2_Read2.fastq.gz	739	0	80	18	85	0.000773277168992	0.00E+00	0.005687657071925	0.003659500286587	0.99985	1.161659	0.99985	6671.454545	0.6928743	635524	1127284	56.4
