ID	TF	Peaks	RawFiles	macs2-single-end-peak-count	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-NOMODEL	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP993810	RORB	PEAKS993810	ChipSeq/Patch/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle2_R2.fastq.gz	NA	15731	1684	8070	2604	-5	0.1549290803	0	NA	0.2507358052	0.05797113254	0.956768	9.61547	0.969561	43.605724	0.2649777	961338	70.3	1367284
EXP993811	RORB	PEAKS993811	ChipSeq/Patch/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle3_R2.fastq.gz	NA	13497	1091	3126	1008	75	0.3510602017	0.3183274021	NA	0.6804122183	0.3307755042	0.8199	101.7123	0.913315	19.318347	1.071106	510436	64.0	797684
EXP993812	RORB	PEAKS993812	ChipSeq/Patch/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/RORB_AffSeq_IVT_BatchYWFB_C12_Cycle4_R2.fastq.gz	NA	3732	657	1264	455	120	0.460071586	0.4022163354	NA	0.7524822552	0.2457685386	0.638582	183.3628	0.883895	17.94791	0.7067566	780892	66.1	1181230
EXP993813	CASZ1	PEAKS993813	ChipSeq/Patch/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle1_R2.fastq.gz	NA	40	6	97	46	-335	0.000349745946	0	NA	9.05E-05	0.002169490081	0.999487	1.042371	0.999522	2217.26087	0.143256	1462368	78.0	1874738
EXP993814	CASZ1	PEAKS993814	ChipSeq/Patch/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle2_R2.fastq.gz	NA	3681	3	757	78	185	0.002767365769	0.0004419009891	NA	0.01735950056	0.001993255525	0.998412	1.086457	0.998491	690.495652	0.04459452	808478	83.6	967326
EXP993815	CASZ1	PEAKS993815	ChipSeq/Patch/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle3_R2.fastq.gz	NA	102383	418	6481	1172	170	0.05738428807	0.03115424244	NA	0.3608579878	0.02556768763	0.982223	1.209675	0.984916	73.855391	0.01264544	1043084	87.4	1193832
EXP993816	CASZ1	PEAKS993816	ChipSeq/Patch/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/CASZ1-DBD-1_AffSeq_IVT_BatchYWFB_D01_Cycle4_R2.fastq.gz	NA	74636	372	4203	907	75	0.06505815074	0.03658861218	NA	0.6166870141	0.1267979916	0.979688	24.28003	0.984095	71.945168	1.084576	806234	86.4	932816
EXP993817	TRAFD1	PEAKS993817	ChipSeq/Patch/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle1_R2.fastq.gz	NA	5	1	41	6	80	0.0002382086708	1.61E-05	NA	0.0001009358775	0.002987701973	0.999558	1.069877	0.999562	2303.934579	1.019021	705550	75.1	939570
EXP993818	TRAFD1	PEAKS993818	ChipSeq/Patch/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle2_R2.fastq.gz	NA	10	0	56	8	75	0.0003545146909	0	NA	9.67E-05	0.003510232583	0.999507	1.121352	0.999509	2046.740331	1.132585	1061124	80.9	1310866
EXP993819	TRAFD1	PEAKS993819	ChipSeq/Patch/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle3_R2.fastq.gz	NA	34	3	73	27	80	0.001060638039	8.28E-05	NA	0.0007480570554	0.00326473472	0.99894	1.091427	0.999025	1078.333333	1.305111	1141172	82.7	1379412
EXP993820	TRAFD1	PEAKS993820	ChipSeq/Patch/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/TRAFD1-DBD_AffSeq_IVT_BatchYWFB_D02_Cycle4_R2.fastq.gz	NA	791	26	88	23	85	0.004898182608	0.003825427136	NA	0.01321282399	0.004986268101	0.993355	1.389603	0.996302	299.876555	1.28279	1184528	77.9	1520572
EXP993821	ZNF215	PEAKS993821	ChipSeq/Patch/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle1_R2.fastq.gz	NA	1989	0	65	10	90	0.0002835875648	0	NA	0.01072169133	0.004009251719	0.997698	1.091409	0.997792	472.709677	0.9677982	1604666	74.8	2145780
EXP993822	ZNF215	PEAKS993822	ChipSeq/Patch/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle2_R2.fastq.gz	NA	15	0	62	17	80	0.0005180849018	0	NA	0.0002403486658	0.004085927319	0.999276	1.11769	0.99928	1399.180451	0.8699483	1097962	80.2	1369276
EXP993823	ZNF215	PEAKS993823	ChipSeq/Patch/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle3_R2.fastq.gz	NA	1286	8	95	27	100	0.001717593792	0.0006194600561	NA	0.01009719891	0.003978622997	0.997259	1.108158	0.99779	485.824586	1.018103	1138200	78.9	1443188
EXP993824	ZNF215	PEAKS993824	ChipSeq/Patch/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF215-DBD_AffSeq_IVT_BatchYWFB_D03_Cycle4_R2.fastq.gz	NA	719	25	100	30	95	0.006704852587	0.004240124972	NA	0.01997074066	0.004864985494	0.992372	1.776586	0.995916	279.944993	1.207608	752582	65.5	1149168
EXP993825	ZNF471	PEAKS993825	ChipSeq/Patch/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle1_R2.fastq.gz	NA	1807	0	45	4	90	0.0001381618942	0	NA	0.01485437736	0.003268515668	0.996508	1.035692	0.996698	319.993614	0.9242194	1540326	76.3	2017902
EXP993826	ZNF471	PEAKS993826	ChipSeq/Patch/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle2_R2.fastq.gz	NA	16	1	57	13	75	0.0005141966481	1.29E-05	NA	0.0002056786592	0.003310140922	0.999222	1.072382	0.999241	1350.978166	1.94737	1179374	82.0	1438668
EXP993827	ZNF471	PEAKS993827	ChipSeq/Patch/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle3_R2.fastq.gz	NA	634	6	51	12	95	0.0005511365859	0.0002489003936	NA	0.00507756803	0.003057919122	0.99819	1.060472	0.998347	638.604119	0.7671252	1240742	84.3	1471640
EXP993828	ZNF471	PEAKS993828	ChipSeq/Patch/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF471-DBD_AffSeq_IVT_BatchYWFB_D04_Cycle4_R2.fastq.gz	NA	1079	20	67	20	-295	0.001770634704	0	NA	0.007209661309	0.002705893036	0.988794	1.45868	0.992563	148.264463	0.7729875	1143240	82.1	1392024
EXP993829	ZNF683	PEAKS993829	ChipSeq/Patch/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle1_R2.fastq.gz	NA	2159	0	50	10	90	0.0004936691502	0	NA	0.01359723301	0.003309411711	0.996649	1.067934	0.996797	326.913394	0.9913054	1703898	77.1	2209062
EXP993830	ZNF683	PEAKS993830	ChipSeq/Patch/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle2_R2.fastq.gz	NA	18	0	62	13	90	0.0004972558842	0	NA	0.0001657519614	0.003572875612	0.998953	1.082399	0.998971	988.505236	0.9097861	1276420	81.5	1566736
EXP993831	ZNF683	PEAKS993831	ChipSeq/Patch/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle3_R2.fastq.gz	NA	30	2	69	19	110	0.0009302628733	9.78E-05	NA	0.0005332717108	0.003329985572	0.998625	1.121963	0.99868	784.843091	1.371318	1255642	84.1	1492938
EXP993832	ZNF683	PEAKS993832	ChipSeq/Patch/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF683-FL_AffSeq_IVT_BatchYWFB_D05_Cycle4_R2.fastq.gz	NA	690	19	76	23	95	0.003598798489	0.002580811665	NA	0.01020495946	0.004545096099	0.995565	1.196344	0.997046	366.683511	1.193769	1238054	81.5	1518212
EXP993833	ZNF813	PEAKS993833	ChipSeq/Patch/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle1_R2.fastq.gz	NA	2011	0	42	7	880	0.0001771058114	0	NA	0.0001071956227	0.002055359548	0.994884	1.047048	0.995234	225.273695	1.500016	2100080	78.0	2691262
EXP993834	ZNF813	PEAKS993834	ChipSeq/Patch/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle2_R2.fastq.gz	NA	251	0	41	8	80	0.000401427781	0	NA	0.002853392065	0.003243970446	0.99927	1.081498	0.999318	1566.324786	0.9853356	646466	81.4	793706
EXP993835	ZNF813	PEAKS993835	ChipSeq/Patch/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle3_R2.fastq.gz	NA	476	0	46	16	560	0.0004458214373	0	NA	6.30E-05	0.002548837712	0.998304	1.052138	0.998373	640.505814	1.260838	1024774	84.2	1216610
EXP993836	ZNF813	PEAKS993836	ChipSeq/Patch/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF813-DBD_AffSeq_IVT_BatchYWFB_D06_Cycle4_R2.fastq.gz	NA	1768	12	62	24	100	0.003154358439	0.002001103114	NA	0.02235400836	0.004266588871	0.99037	1.30789	0.992209	142.117219	1.038826	1368746	81.2	1685662
EXP993837	POU5F2	PEAKS993837	ChipSeq/Patch/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle1_R2.fastq.gz	NA	707	0	39	4	75	0.0001992336455	0	NA	0.006546910257	0.003461105422	0.998445	1.030366	0.998499	684.332268	1.947177	1140106	76.7	1485498
EXP993838	POU5F2	PEAKS993838	ChipSeq/Patch/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle2_R2.fastq.gz	NA	12	0	58	11	95	0.0002940335468	0	NA	0.0001186924409	0.003830528775	0.999043	1.053472	0.999062	1086.587021	0.8444887	1262954	81.7	1546562
EXP993839	POU5F2	PEAKS993839	ChipSeq/Patch/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle3_R2.fastq.gz	NA	35	3	64	16	95	0.0007866503313	0.0003268851039	NA	0.000717552667	0.003781768316	0.998323	1.238547	0.998438	672.738739	1.312754	1407640	83.2	1692192
EXP993840	POU5F2	PEAKS993840	ChipSeq/Patch/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/POU5F2-FL_AffSeq_IVT_BatchYWFB_D07_Cycle4_R2.fastq.gz	NA	988	19	61	17	95	0.00313759784	0.002599449359	NA	0.01554384228	0.004454139659	0.993879	1.375189	0.995647	253.599506	1.342045	752928	81.1	928554
EXP993841	GPBP1	PEAKS993841	ChipSeq/Patch/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle1_R2.fastq.gz	NA	1072	0	30	9	85	0.0006618742071	0	NA	0.01357454971	0.003113260159	0.996368	1.056219	0.996565	306.690114	1.415043	1316402	77.8	1691602
EXP993842	GPBP1	PEAKS993842	ChipSeq/Patch/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle2_R2.fastq.gz	NA	103	0	41	11	1175	0.0002737192528	0	NA	0.000103569447	0.00156833734	0.999554	1.051704	0.999569	2401.535714	1.463784	616194	83.2	741050
EXP993843	GPBP1	PEAKS993843	ChipSeq/Patch/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle3_R2.fastq.gz	NA	134	0	43	11	535	0.0005961844197	0	NA	0.0002980922099	0.001424218336	0.998977	1.08871	0.999226	1499.8125	1.484087	647450	85.0	761400
EXP993844	GPBP1	PEAKS993844	ChipSeq/Patch/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/GPBP1-FL_AffSeq_IVT_BatchYWFB_D08_Cycle4_R2.fastq.gz	NA	186	25	61	19	80	0.01257409549	0.01019887281	NA	0.02633580231	0.0086570616	0.988008	2.465055	0.99624	319.935374	1.504072	507924	74.1	685280
EXP993845	SRY	PEAKS993845	ChipSeq/Patch/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle1_R2.fastq.gz	NA	51	2	117	64	105	0.001141420377	0.0001334336497	NA	0.0004790750315	0.004620341076	0.999551	1.093532	0.999575	2465.625498	0.4648272	1568904	75.2	2086660
EXP993846	SRY	PEAKS993846	ChipSeq/Patch/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle2_R2.fastq.gz	NA	1082	2	151	61	85	0.001423676874	5.32E-05	NA	0.005601072546	0.004177395672	0.999541	1.190145	0.999542	2194.896714	0.9212846	1228416	80.2	1531462
EXP993847	SRY	PEAKS993847	ChipSeq/Patch/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle3_R2.fastq.gz	NA	6065	55	1643	489	170	0.01360091307	0.003213760099	NA	0.0413834186	0.007994353393	0.995197	1.24192	0.995631	245.907788	0.1124634	1229576	76.1	1615966
EXP993848	SRY	PEAKS993848	ChipSeq/Patch/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/SRY_AffSeq_IVT_BatchYWFB_D11_Cycle4_R2.fastq.gz	NA	38367	49	723	227	145	0.03193129053	0.01454066053	NA	0.4816933084	0.01681869735	0.987824	3.089817	0.991757	151.606015	0.2190288	392374	58.0	676140
EXP993849	NR1H4	PEAKS993849	ChipSeq/Patch/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle1_R2.fastq.gz	NA	80	1	69	7	80	0.0001305133599	8.85E-06	NA	0.0005685073475	0.003915400798	0.998122	1.083191	0.998161	554.889851	1.015577	1938074	75.8	2556676
EXP993850	NR1H4	PEAKS993850	ChipSeq/Patch/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle2_R2.fastq.gz	NA	1348	12	111	26	120	0.001461013806	0.0008608667206	NA	0.008436493862	0.004203489216	0.998142	1.150041	0.99822	581.976912	0.4710025	1398590	80.6	1734914
EXP993851	NR1H4	PEAKS993851	ChipSeq/Patch/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle3_R2.fastq.gz	NA	1522	34	145	45	75	0.006632185515	0.005959129998	NA	0.03425334845	0.009050008025	0.988779	3.118072	0.993855	217.831797	1.13014	979534	74.0	1323586
EXP993852	NR1H4	PEAKS993852	ChipSeq/Patch/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/NR1H4_AffSeq_IVT_BatchYWFB_D12_Cycle4_R2.fastq.gz	NA	28472	38	81	36	80	0.0307334772	0.03986340677	NA	0.7788185634	0.02570608741	0.967169	38.26613	0.988095	156.303502	1.10537	734010	75.5	972384
EXP993853	FIZ1	PEAKS993853	ChipSeq/Patch/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle1_R2.fastq.gz	NA	35	0	49	11	80	0.0002910064458	0	NA	0.0002968265747	0.0033814949	0.998449	1.075748	0.998478	669.068627	0.857332	1232472	77.0	1600136
EXP993854	FIZ1	PEAKS993854	ChipSeq/Patch/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle2_R2.fastq.gz	NA	39	0	47	11	80	0.0002057140758	0	NA	0.0003857138921	0.003811220601	0.998347	1.109063	0.99837	622.534562	1.089316	1792904	79.4	2257398
EXP993855	FIZ1	PEAKS993855	ChipSeq/Patch/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle3_R2.fastq.gz	NA	19	0	68	5	75	0.0001441281917	0	NA	0.0002161922876	0.00340502853	0.998387	1.129671	0.998416	639.59204	1.148132	1196952	81.8	1463646
EXP993856	FIZ1	PEAKS993856	ChipSeq/Patch/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/FIZ1-FL_AffSeq_IVT_BatchYWFB_E01_Cycle4_R2.fastq.gz	NA	1977	10	77	28	80	0.001683437151	0.0005111004632	NA	0.01488580099	0.003191183517	0.995703	1.197682	0.996145	270.164192	1.368232	994070	77.4	1284688
EXP993857	ZBTB8A	PEAKS993857	ChipSeq/Patch/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle1_R2.fastq.gz	NA	1650	0	40	11	100	0.0006615088153	0	NA	0.01397386013	0.003434915339	0.996814	1.062344	0.996961	344.51073	1.083758	1722876	76.6	2247994
EXP993858	ZBTB8A	PEAKS993858	ChipSeq/Patch/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle2_R2.fastq.gz	NA	57	0	54	22	75	0.0006085105424	0	NA	0.0004138691231	0.004140740088	0.998107	1.080713	0.998167	561.62529	1.006333	2003830	80.3	2494126
EXP993859	ZBTB8A	PEAKS993859	ChipSeq/Patch/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle3_R2.fastq.gz	NA	10	0	48	13	90	0.0007430467028	0	NA	0.000228900643	0.003732841256	0.998819	1.058222	0.998856	901.249201	0.8645806	976948	83.6	1168000
EXP993860	ZBTB8A	PEAKS993860	ChipSeq/Patch/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZBTB8A-FL_AffSeq_IVT_BatchYWFB_E02_Cycle4_R2.fastq.gz	NA	1465	12	56	18	80	0.001359898915	0.0007003294142	NA	0.01343224406	0.003664686723	0.994705	1.114108	0.995579	238.712108	1.247556	1094338	81.7	1339218
EXP993861	ZNF230	PEAKS993861	ChipSeq/Patch/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle1_R2.fastq.gz	NA	2331	0	50	8	75	0.0002563857788	0	NA	0.01302385206	0.003469390538	0.99716	1.093142	0.997234	371.213701	0.8993119	1504394	76.4	1968868
EXP993862	ZNF230	PEAKS993862	ChipSeq/Patch/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle2_R2.fastq.gz	NA	28	0	54	10	85	0.0001364082469	0	NA	0.0001753820317	0.003677708058	0.999082	1.079028	0.999087	1100.294118	0.744026	1675382	79.8	2099562
EXP993863	ZNF230	PEAKS993863	ChipSeq/Patch/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle3_R2.fastq.gz	NA	25	0	71	14	75	0.000333556573	0	NA	0.0002710147156	0.003366836659	0.998933	1.155714	0.998939	948.89801	1.301766	1075662	81.6	1318786
EXP993864	ZNF230	PEAKS993864	ChipSeq/Patch/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF230-DBD_AffSeq_IVT_BatchYWFB_E03_Cycle4_R2.fastq.gz	NA	1195	17	77	16	75	0.002306837304	0.001161180554	NA	0.01189433878	0.00395236055	0.995481	1.122916	0.996854	336.969312	1.460918	960260	79.6	1206328
EXP993865	ZNF516	PEAKS993865	ChipSeq/Patch/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle1_R2.fastq.gz	NA	1272	0	56	13	215	0.0008173142413	0	NA	0.001638634925	0.00307294129	0.997521	1.104822	0.99766	452.16819	0.7734849	1537930	76.5	2010126
EXP993866	ZNF516	PEAKS993866	ChipSeq/Patch/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle2_R2.fastq.gz	NA	1115	15	116	73	75	0.002820800189	0.001377747068	NA	0.007539689227	0.006191435216	0.997556	1.331506	0.997917	532.140271	1.092995	1837450	74.8	2457552
EXP993867	ZNF516	PEAKS993867	ChipSeq/Patch/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle3_R2.fastq.gz	NA	884	108	349	215	120	0.02369488231	0.02033782802	NA	0.04803771519	0.01707014624	0.986862	2.965845	0.993591	241.524862	0.5275293	556496	40.7	1365716
EXP993868	ZNF516	PEAKS993868	ChipSeq/Patch/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle4_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF516-DBD_AffSeq_IVT_BatchYWFB_E04_Cycle4_R2.fastq.gz	NA	679	111	369	239	125	0.04697214735	0.03921832884	NA	0.07867026056	0.02547169811	0.978707	2.820024	0.99025	154.30703	0.3756453	403736	36.0	1120546
EXP993869	ZNF688	PEAKS993869	ChipSeq/Patch/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle1_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle1_R2.fastq.gz	NA	1764	0	44	8	90	0.0003103416399	0	NA	0.01213303752	0.003902381047	0.997111	1.08397	0.997239	378.105927	0.9373499	1363184	77.2	1764776
EXP993870	ZNF688	PEAKS993870	ChipSeq/Patch/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle2_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle2_R2.fastq.gz	NA	32	0	63	9	90	0.0001441382841	0	NA	0.000203271939	0.003658894903	0.998812	1.086145	0.998859	906.403035	0.9286164	2151424	81.4	2642554
EXP993871	ZNF688	PEAKS993871	ChipSeq/Patch/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle3_R1.fastq.gz;SELEX_RawData/Phase3/YWF/ZNF688-DBD_AffSeq_IVT_BatchYWFB_E05_Cycle3_R2.fastq.gz	NA	32	4	63	22	95	0.0007706397427	0.0001535695139	NA	0.0006226545747	0.003847614367	0.998087	1.128613	0.998162	557.697017	1.134588	1225580	82.7	1482544
