EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992101	ZNF493	READS992202,READS992203	DIANA_0293/Sample_13700_ZNF493_ChIP1_IGO_10521_B_107/13700_ZNF493_ChIP1_IGO_10521_B_107_S95_R1_001.fastq.gz,DIANA_0293/Sample_13700_ZNF493_ChIP1_IGO_10521_B_107/13700_ZNF493_ChIP1_IGO_10521_B_107_S95_R2_001.fastq.gz	PEAKS992093	119	98	157	2589	160	2.68E-03	3.38E-04	7.47E-04	1.63E-04	0.99878	1.01345	0.99895	1025.96531	1.26829	16809588	88.93486644	18901010
EXP992102	ZNF493	READS992204,READS992205	DIANA_0293/Sample_13700_ZNF493_ChIP2_IGO_10521_B_52/13700_ZNF493_ChIP2_IGO_10521_B_52_S10_R1_001.fastq.gz,DIANA_0293/Sample_13700_ZNF493_ChIP2_IGO_10521_B_52/13700_ZNF493_ChIP2_IGO_10521_B_52_S10_R2_001.fastq.gz	PEAKS992094	186	147	206	5407	135	5.63E-03	6.26E-04	1.02E-03	3.11E-04	0.99900	1.02016	0.99914	1251.45679	1.37811	13682298	86.48785903	15819906
EXP992103	ZNF497	READS992206,READS992207	DIANA_0293/Sample_13701_ZNF497_ChIP1_IGO_10521_B_115/13701_ZNF497_ChIP1_IGO_10521_B_115_S98_R1_001.fastq.gz,DIANA_0293/Sample_13701_ZNF497_ChIP1_IGO_10521_B_115/13701_ZNF497_ChIP1_IGO_10521_B_115_S98_R2_001.fastq.gz	PEAKS992095	78	4	112	5854	155	5.89E-03	8.48E-06	2.18E-04	8.61E-05	0.99893	1.01121	0.99912	1220.61729	1.11755	14123908	89.14751346	15843300
EXP992104	ZNF497	READS992208,READS992209	DIANA_0293/Sample_13701_ZNF497_ChIP2_IGO_10521_B_60/13701_ZNF497_ChIP2_IGO_10521_B_60_S17_R1_001.fastq.gz,DIANA_0293/Sample_13701_ZNF497_ChIP2_IGO_10521_B_60/13701_ZNF497_ChIP2_IGO_10521_B_60_S17_R2_001.fastq.gz	PEAKS992096	16	1	20	344	150	3.40E-04	1.75E-06	7.48E-05	1.07E-05	0.99866	1.00878	0.99885	920.33202	1.13498	20118954	89.37439557	22510870
EXP992105	ZNF507	READS992210,READS992211	DIANA_0293/Sample_13704_ZNF507_ChIP1_IGO_10521_B_123/13704_ZNF507_ChIP1_IGO_10521_B_123_S103_R1_001.fastq.gz,DIANA_0293/Sample_13704_ZNF507_ChIP1_IGO_10521_B_123/13704_ZNF507_ChIP1_IGO_10521_B_123_S103_R2_001.fastq.gz	PEAKS992097	1612	1205	1691	6287	195	1.03E-02	3.76E-03	6.34E-03	2.16E-03	0.99868	1.03242	0.99883	909.93784	1.64993	15820986	90.24877675	17530416
EXP992106	ZNF507	READS992212,READS992213	DIANA_0293/Sample_13704_ZNF507_ChIP2_IGO_10521_B_68/13704_ZNF507_ChIP2_IGO_10521_B_68_S125_R1_001.fastq.gz,DIANA_0293/Sample_13704_ZNF507_ChIP2_IGO_10521_B_68/13704_ZNF507_ChIP2_IGO_10521_B_68_S125_R2_001.fastq.gz	PEAKS992098	745	777	1058	1824	165	3.42E-03	1.81E-03	2.69E-03	1.09E-03	0.99849	1.02114	0.99870	823.50145	1.48952	20200496	89.34407052	22609778
EXP992107	ZNF510	READS992214,READS992215	DIANA_0293/Sample_13705_ZNF510_ChIP1_IGO_10521_B_130/13705_ZNF510_ChIP1_IGO_10521_B_130_S110_R1_001.fastq.gz,DIANA_0293/Sample_13705_ZNF510_ChIP1_IGO_10521_B_130/13705_ZNF510_ChIP1_IGO_10521_B_130_S110_R2_001.fastq.gz	PEAKS992099	1844	412	1426	5241	200	6.93E-03	9.63E-04	4.08E-03	1.21E-03	0.99855	1.01806	0.99873	829.07067	1.37854	19545864	89.62047715	21809596
EXP992108	ZNF510	READS992216,READS992217	DIANA_0293/Sample_13705_ZNF510_ChIP2_IGO_10521_B_76/13705_ZNF510_ChIP2_IGO_10521_B_76_S31_R1_001.fastq.gz,DIANA_0293/Sample_13705_ZNF510_ChIP2_IGO_10521_B_76/13705_ZNF510_ChIP2_IGO_10521_B_76_S31_R2_001.fastq.gz	PEAKS992100	6034	1734	2661	6460	165	9.46E-03	2.97E-03	1.23E-02	2.16E-03	0.99833	1.02308	0.99846	673.33120	1.46987	22658730	90.45243763	25050436
EXP992109	ZNF516	READS992218,READS992219	DIANA_0293/Sample_13706_ZNF516_ChIP1_IGO_10521_B_137/13706_ZNF516_ChIP1_IGO_10521_B_137_S63_R1_001.fastq.gz,DIANA_0293/Sample_13706_ZNF516_ChIP1_IGO_10521_B_137/13706_ZNF516_ChIP1_IGO_10521_B_137_S63_R2_001.fastq.gz	PEAKS992101	293	41	356	2946	190	2.73E-03	7.91E-04	3.24E-03	1.48E-03	0.99831	1.01695	0.99868	870.25805	0.92148	16949876	86.42014058	19613340
EXP992110	ZNF516	READS992220,READS992221	DIANA_0293/Sample_13706_ZNF516_ChIP2_IGO_10521_B_84/13706_ZNF516_ChIP2_IGO_10521_B_84_S38_R1_001.fastq.gz,DIANA_0293/Sample_13706_ZNF516_ChIP2_IGO_10521_B_84/13706_ZNF516_ChIP2_IGO_10521_B_84_S38_R2_001.fastq.gz	PEAKS992102	364	45	438	2303	185	2.34E-03	9.03E-04	4.57E-03	1.86E-03	0.99826	1.01810	0.99871	911.86180	0.81292	15833682	85.61640399	18493748
EXP992111	ZNF609	READS992222,READS992223	DIANA_0293/Sample_13723_ZNF609_ChIP1_IGO_10521_B_144/13723_ZNF609_ChIP1_IGO_10521_B_144_S67_R1_001.fastq.gz,DIANA_0293/Sample_13723_ZNF609_ChIP1_IGO_10521_B_144/13723_ZNF609_ChIP1_IGO_10521_B_144_S67_R2_001.fastq.gz	PEAKS992103	15	0	1	87	155	8.03E-05	0.00E+00	2.01E-03	1.02E-07	0.99855	1.00851	0.99878	862.59124	1.27823	21967508	88.67126556	24774100
EXP992112	ZNF609	READS992224,READS992225	DIANA_0293/Sample_13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141/13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141_S166_R1_001.fastq.gz,DIANA_0293/Sample_13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141/13723_ZNF609_ChIP1_RMSK_IGO_10521_B_141_S166_R2_001.fastq.gz	PEAKS992104	1	1	10	3847	190	3.41E-03	2.11E-06	5.26E-06	8.72E-06	0.99896	1.00830	0.99913	1241.34277	1.10334	14753186	88.61402517	16648816
EXP992113	ZNF609	READS992226,READS992227	DIANA_0293/Sample_13723_ZNF609_ChIP2_IGO_10521_B_92/13723_ZNF609_ChIP2_IGO_10521_B_92_S119_R1_001.fastq.gz,DIANA_0293/Sample_13723_ZNF609_ChIP2_IGO_10521_B_92/13723_ZNF609_ChIP2_IGO_10521_B_92_S119_R2_001.fastq.gz	PEAKS992105	1	0	0	3156	180	2.82E-03	0.00E+00	1.53E-06	0.00E+00	0.99897	1.00821	0.99916	1285.78801	1.18000	14325336	87.20239722	16427686
EXP992114	ZNF750	READS992228,READS992229	DIANA_0293/Sample_13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134/13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134_S112_R1_001.fastq.gz,DIANA_0293/Sample_13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134/13758_ZNF750_ChIP1_RMSK_IGO_10521_B_134_S112_R2_001.fastq.gz	PEAKS992106	6	0	2	629	160	5.85E-04	0.00E+00	5.43E-05	3.16E-06	0.99880	-655974.00000	0.99898	1042.15172	1.04907	17481522	89.8357167	19459434
EXP992115	CONTROL	READS992230,READS992231	DIANA_0293/Sample_13758_ZNF750_INPUT1_IGO_10521_B_175/13758_ZNF750_INPUT1_IGO_10521_B_175_S147_R1_001.fastq.gz,DIANA_0293/Sample_13758_ZNF750_INPUT1_IGO_10521_B_175/13758_ZNF750_INPUT1_IGO_10521_B_175_S147_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	155	NA	NA	NA	NA	0.99880	1.00941	0.99903	1108.26962	1.07752	16156494	89.95168613	17961302
EXP992116	ZNF827	READS992232,READS992233	DIANA_0293/Sample_13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169/13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169_S172_R1_001.fastq.gz,DIANA_0293/Sample_13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169/13770_ZNF827_ChIP1_RMSK_IGO_10521_B_169_S172_R2_001.fastq.gz	PEAKS992107	2745	268	1697	13063	230	1.69E-02	9.15E-04	8.15E-03	1.98E-03	0.99883	1.02304	0.99903	1111.23262	1.19570	12974596	82.33077659	15759108
EXP992117	ZUP1	READS992234,READS992235	DIANA_0293/Sample_13788_ZUFSP_ChIP1_IGO_10521_B_151/13788_ZUFSP_ChIP1_IGO_10521_B_151_S68_R1_001.fastq.gz,DIANA_0293/Sample_13788_ZUFSP_ChIP1_IGO_10521_B_151/13788_ZUFSP_ChIP1_IGO_10521_B_151_S68_R2_001.fastq.gz	PEAKS992108	4	0	3	169	170	1.76E-04	0.00E+00	5.28E-05	1.23E-06	0.99874	1.00825	0.99895	1013.48870	1.00141	18238794	90.42010053	20171172
EXP992118	ZUP1	READS992236,READS992237	DIANA_0293/Sample_13788_ZUFSP_ChIP2_IGO_10521_B_5/13788_ZUFSP_ChIP2_IGO_10521_B_5_S164_R1_001.fastq.gz,DIANA_0293/Sample_13788_ZUFSP_ChIP2_IGO_10521_B_5/13788_ZUFSP_ChIP2_IGO_10521_B_5_S164_R2_001.fastq.gz	PEAKS992109	12	0	7	301	305	3.12E-04	0.00E+00	8.51E-05	3.85E-06	0.99878	1.00709	0.99889	940.96393	1.16819	18133290	88.49339729	20491122
EXP992119	CONTROL	READS992238,READS992239	DIANA_0293/Sample_13788_ZUFSP_INPUT2_IGO_10521_B_133/13788_ZUFSP_INPUT2_IGO_10521_B_133_S181_R1_001.fastq.gz,DIANA_0293/Sample_13788_ZUFSP_INPUT2_IGO_10521_B_133/13788_ZUFSP_INPUT2_IGO_10521_B_133_S181_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	140	NA	NA	NA	NA	0.99880	1.00794	0.99896	1027.73259	1.08711	17590088	89.01669983	19760436
EXP992120	ZXDA	READS992240,READS992241	DIANA_0293/Sample_13789_ZXDA_ChIP1_IGO_10521_B_158/13789_ZXDA_ChIP1_IGO_10521_B_158_S72_R1_001.fastq.gz,DIANA_0293/Sample_13789_ZXDA_ChIP1_IGO_10521_B_158/13789_ZXDA_ChIP1_IGO_10521_B_158_S72_R2_001.fastq.gz	PEAKS992110	3034	1150	2068	9877	275	1.32E-02	4.76E-03	1.01E-02	2.34E-03	0.99835	1.04800	0.99853	731.52302	2.69611	17287200	88.42416428	19550312
EXP992121	ZXDA	READS992242,READS992243	DIANA_0293/Sample_13789_ZXDA_ChIP2_IGO_10521_B_13/13789_ZXDA_ChIP2_IGO_10521_B_13_S159_R1_001.fastq.gz,DIANA_0293/Sample_13789_ZXDA_ChIP2_IGO_10521_B_13/13789_ZXDA_ChIP2_IGO_10521_B_13_S159_R2_001.fastq.gz	PEAKS992111	2035	775	1446	4170	180	6.74E-03	2.35E-03	5.14E-03	1.51E-03	0.99833	1.03342	0.99859	769.09135	2.01436	20350382	89.29402703	22790306
EXP992122	ZXDC	READS992244,READS992245	DIANA_0293/Sample_13791_ZXDC_ChIP1_IGO_10521_B_165/13791_ZXDC_ChIP1_IGO_10521_B_165_S78_R1_001.fastq.gz,DIANA_0293/Sample_13791_ZXDC_ChIP1_IGO_10521_B_165/13791_ZXDC_ChIP1_IGO_10521_B_165_S78_R2_001.fastq.gz	PEAKS992112	8586	3292	5947	21351	235	3.45E-02	1.13E-02	3.26E-02	8.37E-03	0.99822	1.08197	0.99836	645.90753	2.14960	14720924	88.78713053	16580020
EXP992123	ZXDC	READS992246,READS992247	DIANA_0293/Sample_13791_ZXDC_ChIP2_IGO_10521_B_21/13791_ZXDC_ChIP2_IGO_10521_B_21_S162_R1_001.fastq.gz,DIANA_0293/Sample_13791_ZXDC_ChIP2_IGO_10521_B_21/13791_ZXDC_ChIP2_IGO_10521_B_21_S162_R2_001.fastq.gz	PEAKS992113	4783	1598	3245	15463	215	2.16E-02	5.28E-03	1.55E-02	4.18E-03	0.99844	1.05401	0.99863	785.17174	2.10549	15752812	82.72515553	19042348
EXP992124	MBNL2	READS992248,READS992249	DIANA_0293/Sample_13792_MBNL2_ChIP1_IGO_10521_B_172/13792_MBNL2_ChIP1_IGO_10521_B_172_S82_R1_001.fastq.gz,DIANA_0293/Sample_13792_MBNL2_ChIP1_IGO_10521_B_172/13792_MBNL2_ChIP1_IGO_10521_B_172_S82_R2_001.fastq.gz	PEAKS992114	6	0	1	1989	195	1.81E-03	0.00E+00	1.67E-04	2.78E-07	0.99892	1.01081	0.99902	1080.18383	1.04060	15813540	89.49252291	17670236
EXP992125	MBNL2	READS992250,READS992251	DIANA_0293/Sample_13792_MBNL2_ChIP2_IGO_10521_B_29/13792_MBNL2_ChIP2_IGO_10521_B_29_S53_R1_001.fastq.gz,DIANA_0293/Sample_13792_MBNL2_ChIP2_IGO_10521_B_29/13792_MBNL2_ChIP2_IGO_10521_B_29_S53_R2_001.fastq.gz	PEAKS992115	15	2	44	581	175	6.53E-04	3.84E-06	2.08E-04	2.76E-05	0.99870	1.01038	0.99894	1011.36828	1.02961	17545422	89.80896258	19536382
EXP992126	JRK	READS992252,READS992253	DIANA_0293/Sample_13795_JRK_ChIP1_RMSK_IGO_10521_B_155/13795_JRK_ChIP1_RMSK_IGO_10521_B_155_S70_R1_001.fastq.gz,DIANA_0293/Sample_13795_JRK_ChIP1_RMSK_IGO_10521_B_155/13795_JRK_ChIP1_RMSK_IGO_10521_B_155_S70_R2_001.fastq.gz	PEAKS992116	1950	390	1331	9212	165	1.08E-02	1.08E-03	4.59E-03	1.19E-03	0.99873	1.01787	0.99886	922.46061	1.35427	16960104	89.6700427	18913902
EXP992127	CONTROL	READS992254,READS992255	DIANA_0293/Sample_13797_TIGD4_INPUT1_IGO_10521_B_154/13797_TIGD4_INPUT1_IGO_10521_B_154_S143_R1_001.fastq.gz,DIANA_0293/Sample_13797_TIGD4_INPUT1_IGO_10521_B_154/13797_TIGD4_INPUT1_IGO_10521_B_154_S143_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	170	NA	NA	NA	NA	0.99893	1.00733	0.99910	1189.80362	1.18373	15190274	90.44116631	16795752
EXP992128	CAMTA2	READS992256,READS992257	DIANA_0293/Sample_13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162/13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162_S75_R1_001.fastq.gz,DIANA_0293/Sample_13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162/13801_CAMTA2_ChIP1_RMSK_IGO_10521_B_162_S75_R2_001.fastq.gz	PEAKS992117	2	0	6	1249	150	1.22E-03	0.00E+00	4.31E-06	6.69E-06	0.99897	1.00797	0.99913	1237.37073	1.09485	14647424	89.89569039	16293800
EXP992129	KDM2A	READS992258,READS992259	DIANA_0293/Sample_13804_KDM2A_ChIP1_IGO_10521_B_179/13804_KDM2A_ChIP1_IGO_10521_B_179_S88_R1_001.fastq.gz,DIANA_0293/Sample_13804_KDM2A_ChIP1_IGO_10521_B_179/13804_KDM2A_ChIP1_IGO_10521_B_179_S88_R2_001.fastq.gz	PEAKS992118	16731	7596	15305	22155	230	4.10E-02	2.29E-02	1.04E-01	3.87E-02	0.99692	1.14097	0.99722	385.53977	1.17924	14790046	85.17638367	17364022
EXP992130	KDM2A	READS992260,READS992261	DIANA_0293/Sample_13804_KDM2A_ChIP2_IGO_10521_B_37/13804_KDM2A_ChIP2_IGO_10521_B_37_S133_R1_001.fastq.gz,DIANA_0293/Sample_13804_KDM2A_ChIP2_IGO_10521_B_37/13804_KDM2A_ChIP2_IGO_10521_B_37_S133_R2_001.fastq.gz	PEAKS992119	16326	7413	13124	12080	180	2.16E-02	1.44E-02	7.66E-02	2.96E-02	0.99677	1.09250	0.99707	360.76723	1.19143	22151068	86.81850563	25514224
EXP992131	DMRTB1	READS992262,READS992263	DIANA_0293/Sample_13806_DMRTB1_ChIP1_IGO_10521_B_100/13806_DMRTB1_ChIP1_IGO_10521_B_100_S92_R1_001.fastq.gz,DIANA_0293/Sample_13806_DMRTB1_ChIP1_IGO_10521_B_100/13806_DMRTB1_ChIP1_IGO_10521_B_100_S92_R2_001.fastq.gz	PEAKS992120	2543	30	1445	15787	250	1.75E-02	7.61E-05	6.43E-03	1.44E-03	0.99902	1.01561	0.99910	1161.20797	1.10311	13350990	89.53430325	14911592
EXP992132	DMRTB1	READS992264,READS992265	DIANA_0293/Sample_13806_DMRTB1_ChIP2_IGO_10521_B_45/13806_DMRTB1_ChIP2_IGO_10521_B_45_S5_R1_001.fastq.gz,DIANA_0293/Sample_13806_DMRTB1_ChIP2_IGO_10521_B_45/13806_DMRTB1_ChIP2_IGO_10521_B_45_S5_R2_001.fastq.gz	PEAKS992121	1645	1	619	1749	155	1.89E-03	1.84E-06	2.74E-03	4.03E-04	0.99867	1.00964	0.99872	804.25054	1.13580	21244856	89.35080115	23776906
EXP992133	FYWCH1	READS992266,READS992267	DIANA_0293/Sample_13807_FYWCH1_ChIP1_IGO_10521_B_108/13807_FYWCH1_ChIP1_IGO_10521_B_108_S177_R1_001.fastq.gz,DIANA_0293/Sample_13807_FYWCH1_ChIP1_IGO_10521_B_108/13807_FYWCH1_ChIP1_IGO_10521_B_108_S177_R2_001.fastq.gz	PEAKS992122	1490	989	6628	2866	360	6.58E-03	8.94E-02	1.92E-01	7.80E-02	0.91551	1.23752	0.97978	93.97658	0.80675	9422836	38.50169692	24473820
EXP992134	FYWCH1	READS992268,READS992269	DIANA_0293/Sample_13807_FYWCH1_ChIP2_IGO_10521_B_53/13807_FYWCH1_ChIP2_IGO_10521_B_53_S11_R1_001.fastq.gz,DIANA_0293/Sample_13807_FYWCH1_ChIP2_IGO_10521_B_53/13807_FYWCH1_ChIP2_IGO_10521_B_53_S11_R2_001.fastq.gz	PEAKS992123	938	665	5543	1441	210	6.26E-03	5.06E-02	1.33E-01	6.81E-02	0.94380	1.31819	0.98646	153.63676	0.87199	7948368	48.98187976	16227160
EXP992135	GATAD2B	READS992270,READS992271	DIANA_0293/Sample_13809_GATAD2B_ChIP1_IGO_10521_B_116/13809_GATAD2B_ChIP1_IGO_10521_B_116_S99_R1_001.fastq.gz,DIANA_0293/Sample_13809_GATAD2B_ChIP1_IGO_10521_B_116/13809_GATAD2B_ChIP1_IGO_10521_B_116_S99_R2_001.fastq.gz	PEAKS992124	344	14	176	7385	250	6.98E-03	1.39E-04	1.17E-03	1.51E-04	0.99878	1.01634	0.99901	1111.78520	-258224.00000	15306716	88.82199665	17233024
EXP992136	GATAD2B	READS992272,READS992273	DIANA_0293/Sample_13809_GATAD2B_ChIP2_IGO_10521_B_61/13809_GATAD2B_ChIP2_IGO_10521_B_61_S18_R1_001.fastq.gz,DIANA_0293/Sample_13809_GATAD2B_ChIP2_IGO_10521_B_61/13809_GATAD2B_ChIP2_IGO_10521_B_61_S18_R2_001.fastq.gz	PEAKS992125	13	0	5	795	170	7.39E-04	0.00E+00	3.19E-04	9.69E-06	0.99871	1.01208	0.99891	995.21328	1.08075	18052554	90.20879808	20011966
EXP992137	ZGLP1	READS992274,READS992275	DIANA_0293/Sample_13810_ZGLP1_ChIP1_IGO_10521_B_124/13810_ZGLP1_ChIP1_IGO_10521_B_124_S104_R1_001.fastq.gz,DIANA_0293/Sample_13810_ZGLP1_ChIP1_IGO_10521_B_124/13810_ZGLP1_ChIP1_IGO_10521_B_124_S104_R2_001.fastq.gz	PEAKS992126	5	0	7	536	155	5.40E-04	0.00E+00	1.48E-04	3.77E-06	0.99887	-657069.00000	0.99902	1091.21014	1.08216	16411070	89.76814853	18281618
EXP992138	ZGLP1	READS992276,READS992277	DIANA_0293/Sample_13810_ZGLP1_ChIP2_IGO_10521_B_69/13810_ZGLP1_ChIP2_IGO_10521_B_69_S25_R1_001.fastq.gz,DIANA_0293/Sample_13810_ZGLP1_ChIP2_IGO_10521_B_69/13810_ZGLP1_ChIP2_IGO_10521_B_69_S25_R2_001.fastq.gz	PEAKS992127	15	0	29	1045	175	1.05E-03	0.00E+00	2.47E-04	1.55E-05	0.99877	1.01227	0.99897	1051.09054	1.07856	17295014	89.87594895	19243206
EXP992139	GRHL3	READS992278,READS992279	DIANA_0293/Sample_13811_GRHL3_ChIP1_IGO_10521_B_131/13811_GRHL3_ChIP1_IGO_10521_B_131_S111_R1_001.fastq.gz,DIANA_0293/Sample_13811_GRHL3_ChIP1_IGO_10521_B_131/13811_GRHL3_ChIP1_IGO_10521_B_131_S111_R2_001.fastq.gz	PEAKS992128	12	1	18	2164	160	1.89E-03	4.18E-06	8.97E-05	1.18E-05	0.99876	1.01216	0.99897	1050.27977	1.19424	17221036	87.84981585	19602814
EXP992140	GRHL3	READS992280,READS992281	DIANA_0293/Sample_13811_GRHL3_ChIP2_IGO_10521_B_77/13811_GRHL3_ChIP2_IGO_10521_B_77_S32_R1_001.fastq.gz,DIANA_0293/Sample_13811_GRHL3_ChIP2_IGO_10521_B_77/13811_GRHL3_ChIP2_IGO_10521_B_77_S32_R2_001.fastq.gz	PEAKS992129	8	0	14	2094	140	1.96E-03	0.00E+00	1.18E-05	8.36E-06	0.99889	1.01070	0.99904	1108.82355	1.10238	15946006	87.08255845	18311366
EXP992141	GTF2IRD2	READS992282,READS992283	DIANA_0293/Sample_13812_GTF2IRD2_ChIP1_IGO_10521_B_138/13812_GTF2IRD2_ChIP1_IGO_10521_B_138_S64_R1_001.fastq.gz,DIANA_0293/Sample_13812_GTF2IRD2_ChIP1_IGO_10521_B_138/13812_GTF2IRD2_ChIP1_IGO_10521_B_138_S64_R2_001.fastq.gz	PEAKS992130	99	61	196	2702	185	2.76E-03	1.92E-04	3.62E-04	1.77E-04	0.99881	1.00959	0.99901	1074.47064	1.16305	16890846	89.74092153	18821788
EXP992142	GTF2IRD2	READS992284,READS992285	DIANA_0293/Sample_13812_GTF2IRD2_ChIP2_IGO_10521_B_85/13812_GTF2IRD2_ChIP2_IGO_10521_B_85_S127_R1_001.fastq.gz,DIANA_0293/Sample_13812_GTF2IRD2_ChIP2_IGO_10521_B_85/13812_GTF2IRD2_ChIP2_IGO_10521_B_85_S127_R2_001.fastq.gz	PEAKS992131	13	3	13	173	135	1.90E-04	5.84E-06	2.50E-05	1.10E-05	0.99881	1.01108	0.99899	1067.33424	1.20524	17357864	89.84880664	19318970
EXP992143	GTF2IRD2B	READS992286,READS992287	DIANA_0293/Sample_13813_GTF2IRD2B_ChIP1_IGO_10521_B_145/13813_GTF2IRD2B_ChIP1_IGO_10521_B_145_S168_R1_001.fastq.gz,DIANA_0293/Sample_13813_GTF2IRD2B_ChIP1_IGO_10521_B_145/13813_GTF2IRD2B_ChIP1_IGO_10521_B_145_S168_R2_001.fastq.gz	PEAKS992132	3	0	2	3783	165	3.52E-03	0.00E+00	9.36E-06	1.70E-07	0.99902	1.01277	0.99919	1349.18766	1.21451	13136390	81.75020652	16068938
EXP992144	GTF2IRD2B	READS992288,READS992289	DIANA_0293/Sample_13813_GTF2IRD2B_ChIP2_IGO_10521_B_93/13813_GTF2IRD2B_ChIP2_IGO_10521_B_93_S120_R1_001.fastq.gz,DIANA_0293/Sample_13813_GTF2IRD2B_ChIP2_IGO_10521_B_93/13813_GTF2IRD2B_ChIP2_IGO_10521_B_93_S120_R2_001.fastq.gz	PEAKS992133	4	0	1	3799	170	3.27E-03	0.00E+00	1.69E-04	2.92E-07	0.99888	1.01290	0.99909	1204.85626	1.21073	15079838	89.55254956	16839094
EXP992145	HMG20A	READS992290,READS992291	DIANA_0293/Sample_13814_HMG20A_ChIP1_IGO_10521_B_152/13814_HMG20A_ChIP1_IGO_10521_B_152_S69_R1_001.fastq.gz,DIANA_0293/Sample_13814_HMG20A_ChIP1_IGO_10521_B_152/13814_HMG20A_ChIP1_IGO_10521_B_152_S69_R2_001.fastq.gz	PEAKS992134	41356	21200	22308	48873	220	1.05E-01	7.71E-02	1.97E-01	4.58E-02	0.99257	1.43817	0.99297	149.27901	1.62949	18053708	90.82759292	19876898
EXP992146	HMG20A	READS992292,READS992293	DIANA_0293/Sample_13814_HMG20A_ChIP2_IGO_10521_B_6/13814_HMG20A_ChIP2_IGO_10521_B_6_S61_R1_001.fastq.gz,DIANA_0293/Sample_13814_HMG20A_ChIP2_IGO_10521_B_6/13814_HMG20A_ChIP2_IGO_10521_B_6_S61_R2_001.fastq.gz	PEAKS992135	54507	30391	12172	22030	270	5.88E-02	1.06E-01	2.66E-01	3.27E-02	0.98824	1.45608	0.98890	95.18484	1.80243	26392596	91.51049233	28841060
EXP992147	HMGN3	READS992294,READS992295	DIANA_0293/Sample_13815_HMGN3_ChIP1_IGO_10521_B_159/13815_HMGN3_ChIP1_IGO_10521_B_159_S145_R1_001.fastq.gz,DIANA_0293/Sample_13815_HMGN3_ChIP1_IGO_10521_B_159/13815_HMGN3_ChIP1_IGO_10521_B_159_S145_R2_001.fastq.gz	PEAKS992136	5	0	1	0	185	0.00E+00	0.00E+00	4.55E-05	0.00E+00	0.99856	1.00598	0.99879	871.18372	1.10074	21503552	90.28733417	23816798
EXP992148	HMGN3	READS992296,READS992297	DIANA_0293/Sample_13815_HMGN3_ChIP2_IGO_10521_B_14/13815_HMGN3_ChIP2_IGO_10521_B_14_S160_R1_001.fastq.gz,DIANA_0293/Sample_13815_HMGN3_ChIP2_IGO_10521_B_14/13815_HMGN3_ChIP2_IGO_10521_B_14_S160_R2_001.fastq.gz	PEAKS992137	3	0	3	99	175	9.57E-05	0.00E+00	2.34E-05	1.09E-06	0.99866	1.00825	0.99886	924.84014	1.31152	20322448	90.16293568	22539692
EXP992149	ADNP	READS992298,READS992299	DIANA_0293/Sample_13816_ADNP_ChIP1_IGO_10521_B_166/13816_ADNP_ChIP1_IGO_10521_B_166_S79_R1_001.fastq.gz,DIANA_0293/Sample_13816_ADNP_ChIP1_IGO_10521_B_166/13816_ADNP_ChIP1_IGO_10521_B_166_S79_R2_001.fastq.gz	PEAKS992138	1241	314	1357	5036	180	6.24E-03	6.31E-04	2.77E-03	1.07E-03	0.99851	1.01724	0.99872	826.00241	1.25895	19743010	89.12417475	22152250
EXP992150	ADNP	READS992300,READS992301	DIANA_0293/Sample_13816_ADNP_ChIP2_IGO_10521_B_22/13816_ADNP_ChIP2_IGO_10521_B_22_S48_R1_001.fastq.gz,DIANA_0293/Sample_13816_ADNP_ChIP2_IGO_10521_B_22/13816_ADNP_ChIP2_IGO_10521_B_22_S48_R2_001.fastq.gz	PEAKS992139	13	0	9	72	165	7.89E-05	0.00E+00	1.26E-04	1.26E-05	0.99856	1.00998	0.99879	880.43162	1.21359	21109492	89.92432288	23474730
